lat,long,sqft,parking,mean_district_income,bedrooms_bg,bedrooms_ag,bathrooms,final_price,type_Att/Row/Twnhouse,type_Co-Op Apt,type_Co-Ownership Apt,type_Comm Element Condo,type_Condo Apt,type_Condo Townhouse,type_Detached,type_Link,type_Plex,type_Semi-Detached,type_Store W/Apt/Offc,neighbourhood,geometry,dist_nearest_park
43.6796739,-79.2864559,,2,92580,0,3,3,1681000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.28645590000001 43.6796739),305.71
43.679692100000004,-79.2941846,,1,92580,0,3,4,1138000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.29418459999999 43.6796921),244.0
43.6736087,-79.3062061,,1,92580,0,3,2,999900,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-79.3062061 43.6736087),360.38
43.673779100000004,-79.30667640000001,,0,92580,0,3,1,820000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-79.30667640000001 43.6737791),320.9
43.674115,-79.3036197,,2,92580,1,2,2,1440000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.3036197 43.674115),402.41
43.6741249,-79.3056888,,1,92580,1,2,3,1475000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.3056888 43.6741249),405.31
43.674199,-79.3056888,,1,92580,0,3,4,1600000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.3056888 43.674199),406.29
43.674231,-79.307142,750.0,1,92580,0,2,2,682000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-79.307142 43.674231),287.44
43.674231,-79.307142,850.0,1,92580,0,2,2,840000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-79.307142 43.674231),287.44
43.674231,-79.307142,550.0,1,92580,0,1,1,511000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-79.307142 43.674231),287.44
43.6751594,-79.30585529999998,1300.0,1,92580,0,2,2,800000,1,0,0,0,0,0,0,0,0,0,0,The Beaches,POINT (-79.30585529999998 43.6751594),421.3
43.67527030000001,-79.30343830000002,,2,92580,0,3,1,850000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.30343830000002 43.67527030000001),413.32
43.67601810000001,-79.3053467,,4,92580,0,3,2,989000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-79.3053467 43.67601810000001),377.75
43.6761018,-79.3037805,,2,92580,0,3,2,1225000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-79.3037805 43.6761018),338.5
43.67620220000001,-79.3019374,,1,92580,0,3,2,1353007,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.3019374 43.67620220000001),353.67
43.6770007,-79.3035757,,1,92580,1,2,2,1100000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.3035757 43.6770007),235.01
43.6670747,-79.3005809,,1,92580,0,3,1,1375000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.3005809 43.6670747),120.11
43.6680469,-79.29674059999998,,1,92580,0,3,3,2065000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.29674059999998 43.6680469),133.49
43.6680469,-79.29674059999998,,1,92580,0,3,3,2051000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.29674059999998 43.6680469),133.49
43.6688006,-79.30178169999998,,1,92580,1,3,4,1260000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.30178169999998 43.6688006),176.13
43.668833899999996,-79.2918118,1750.0,1,92580,0,3,3,2150000,1,0,0,0,0,0,0,0,0,0,0,The Beaches,POINT (-79.2918118 43.6688339),380.94
43.66948620000001,-79.29102999999998,1750.0,1,92580,1,3,3,1400000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-79.29102999999998 43.66948620000001),305.66
43.669835299999995,-79.28930439999998,,4,92580,0,3,3,2615000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.28930439999998 43.6698353),163.78
43.670150899999996,-79.28832159999997,,0,92580,0,4,2,1533000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-79.28832159999997 43.6701509),101.13
43.6702287,-79.28835699999998,,2,92580,0,3,2,1680000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-79.28835699999998 43.6702287),109.05
43.670419,-79.300264,1900.0,2,92580,0,3,4,1575000,0,0,0,0,0,1,0,0,0,0,0,The Beaches,POINT (-79.300264 43.670419),303.65
43.670419,-79.300264,650.0,0,92580,0,1,1,565000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-79.300264 43.670419),303.65
43.67043889999999,-79.29179520000002,,3,92580,4,7,6,2240000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-79.29179520000002 43.67043889999999),220.21
