Long,Lat,OGF_ID,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,OBJECTID
-79.5439568303169,43.597884567888,127904260,Wellness Centre Pharmacy,230 Brown's Line, , ,Toronto,M9B6L6,761457
-79.2666086532309,43.7271342034467,127904267,Popular Choice Pharmacy,682 Kennedy Road,Unit 1A, ,Toronto,M1K2B5,761464
-79.2109685433802,43.817171521796894,127904269,Hakim Drug Mart,400 Sewells Road,Unit 1 & 2, ,Toronto,M1B5K8,761466
-79.3427711758097,43.707340696448,127904274,Thorncliffe Pharmacy,65 Overlea Boulevard,Unit 106, ,Toronto,M4H1P1,761471
-79.5621878397605,43.639093074274705,127904276,One Eva Pharmacy,1 Eva Road,Unit 100, ,Toronto,M9C4Z5,761473
-79.30020775895579,43.6701804918958,127904277,Shoppers Drug Mart #984,2000 Queen Street East, , ,Toronto,M4L1J2,761474
-79.2686356593164,43.7888386141665,127904278,Pharmalinx Guardian Pharmacy,2101 Brimley Road,Unit 103 - 105, ,Toronto,M1S2B4,761475
-79.4175459940326,43.6433337817457,127904279,Camh Pharmacy,1001 Queen Street West, , ,Toronto,M6J1H4,761476
-79.41205469429629,43.66622638602,127904280,Metro Drugs,844 Bathurst Street, , ,Toronto,M5R3G1,761477
-79.38893219580329,43.7668543047336,127904282,Metro Pharmacy,500 Sheppard Avenue East, , ,Toronto,M2N6H7,761479
-79.4476790116845,43.7344283963225,127904288,The Station Apothecary,547 Wilson Avenue, , ,Toronto,M3H0C4,761485
-79.22838144457441,43.767567812303895,127904294,The Apothecary Shop,842 Markham Road, , ,Toronto,M1H2Y2,761491
-79.39164068814209,43.670287887680104,127905238,Kingsway Drugs,114 Cumberland Street, , ,Toronto,M5R1A6,761497
-79.5299149255871,43.5949623680278,127905243,Stress Free Pharmacy,3471 Lake Shore Boulevard West, , ,Toronto,M8W1N2,761502
-79.294924469817,43.8125725171014,127905245,Cfmc Guardian Pharmacy,300 Silver Star Boulevard,Unit R102, ,Toronto,M1V0G2,761504
-79.5765031445342,43.6415061740306,127905256,Shoppers Drug Mart #1483,666 Burnhamthorpe Road, , ,Toronto,M9C2Z4,761515
-79.42386960455529,43.73972799835871,127905276,Beaver Drugs Limited,196 Wilson Avenue,Unit 8, ,Toronto,M5M4N7,761534
-79.3067728668398,43.73599360314079,127905277,Surrey Drug Mart,1715 Victoria Park Avenue, , ,Toronto,M1R1R7,761535
-79.52140553830091,43.7692708989822,127905278,North Side Pharmacy,4700 Jane Street,Unit 2, ,Toronto,M3N2L3,761536
-79.51014802867141,43.7012309875967,127905291,Weston Terrace Care Community,2005 Lawrence Avenue West, , ,Toronto,M9N3V4,761549
-79.3248761748034,43.7607194066345,127905300,Shoppers Drug Mart #1498,1285 York Mills Road,Unit A, ,Toronto,M3A1Z5,761558
-79.45093130930779,43.6958260894065,127905305,Shoppers Drug Mart #1214,1840 Eglinton Avenue West, , ,Toronto,M6E2J4,761564
-79.4864710179998,43.6659208825082,127905307,Shoppers Drug Mart #1166,3446 Dundas Street West, , ,Toronto,M6S2S1,761566
-79.4678271160528,43.7111575913077,127905314,Lawrence Pharmachoice,Lawrence Avenue West,5-2013a, ,Toronto,M9N0A3,761573
-79.50487902735259,43.7053118885573,127905321,Jane Pharmacy,1750 Jane Street, , ,Toronto,M9N2T1,761580
-79.40939429217781,43.651798683610494,127905322,Dundas-Euclid Pharmacy,828 Dundas Street West, , ,Toronto,M6J1V3,761581
-79.44597830274921,43.6393683797296,127905325,B & a Medical Pharmacy,15 Roncesvalles Avenue, , ,Toronto,M6R2K2,761584
-79.2622935540803,43.75244650808471,127905328,Super Discount Pharmacy,2680 Lawrence Avenue East,Unit 111, ,Toronto,M1P4Y4,761587
-79.44500810577699,43.677233186421006,127906290,Shoppers Simply Pharmacy 3070,1223 St. Claire Avenue West,Unit 1221, ,Toronto,M6E1B5,761595
-79.4697775155293,43.698205988946896,127906292,Harold & Grace Baker Centre,1 Northwestern Avenue, , ,Toronto,M6M2J7,761597
-79.3962719920781,43.6981867923604,127906300,Davisville Pharmacy,1901 Yonge Street,Unit 4, ,Toronto,M4S1Y6,761605
-79.46992711270259,43.6656650832329,127906302,Junction Pharmacy,3016 Dundas Street West, , ,Toronto,M6P1Z3,761607
-79.4730252140413,43.6696408837864,127906305,Metro Pharmacy #577,2155 St Clair Avenue West, , ,Toronto,M6N1K5,761610
-79.5384526323993,43.641367575779896,127906307,Andrew's Pharmacy,3832 Bloor Street West, , ,Toronto,M9B1L1,761612
-79.31135096254141,43.67050989143829,127906312,Woods Drug Store,130 Kingston Road, , ,Toronto,M4L1S7,761617
-79.527982533084,43.6868474842445,127906319,Specialty Rx,1451 Royal York Road,Unit 102, ,Toronto,M9P3B2,761624
-79.2146342380713,43.743592108735896,127906322,Kanan's Guardian Pharmacy,3227 Eglinton Avenue East,Unit 143 & 144, ,Toronto,M1J3M5,761627
-79.28760215668021,43.69009909597649,127906323,Main Drug Mart,521 Victoria Park Avenue, , ,Toronto,M4C5H1,761628
-79.3748245809953,43.6500218849011,127906325,Ben's Pharmacy,90 King Street East, , ,Toronto,K0M2T0,761630
-79.5486653337569,43.619890271534004,127906335,Etobicoke Primary Care Pharmac,85 The East Mall, , ,Toronto,M8Z5W3,761640
-79.6137668634661,43.7210774862326,127906336,Rexdale Medical Pharmacy,680 Rexdale Boulevard,Unit 11, ,Toronto,M9W0B5,761641
-79.3553816771315,43.6766315904747,127906338,Shoppers Simply Pharmacy #3017,235 Danforth Avenue,Unit 101, ,Toronto,M4K1N2,761643
-79.41927319804509,43.6826359885645,127906339,Shoppers Drug Mart #836,523 St. Clair Avenue West, , ,Toronto,M6C1A1,761644
-79.4931409297277,43.7742820011784,127906357,Shoppers Drug Mart #1162,4700 Keele Street,York Lanes, ,Toronto,M3J1P3,761662
-79.5888756566069,43.733162489512,127906362,John Garland Pharmacy,1701 Martin Grove Road, , ,Toronto,M9V4N4,761667
-79.5920355561647,43.716861286511204,127906363,Queen's Plate Pharmacy,135 Queen's Plate Drive, , ,Toronto,M9W6V1,761668
-79.3107620637097,43.685951294176995,127906380,New Era Pharmacy,2163 Danforth Avenue, , ,Toronto,M4C1K2,761685
-79.41205430318509,43.766844103656204,127906382,Yonge Elmwood Pharmacy Inc.,5025 Yonge Street,Unit 201, ,Toronto,M2N5P2,761687
-79.2766948615907,43.785424513195295,127906383,Agincourt Pharmacy,4245 Sheppard Avenue East, , ,Toronto,M1S1T6,761688
-79.45647860753941,43.65574178211661,127907359,Parkside Pharmacy (Remedy Rx),1640 Bloor Street West, , ,Toronto,M6P1A7,761713
-79.2338290455098,43.758417010448106,127907369,Cedarbrae Pharmacy,3340 Lawrence Avenue East,Unit 5, ,Toronto,M1H1A7,761723
-79.41020780386721,43.781189706252604,127907371,Finch Medical Pharmacy,78 Finch Avenue East, , ,Toronto,M2N4R3,761725
-79.25614885395841,43.7733444120312,127907380,Town Care Pharmacy,60 Town Centre Court,Unit 3, ,Toronto,M1P0B1,761734
-79.4183207069825,43.78710520690971,127907381,Medcentral Pharmacy,20 Drewry Avenue, , ,Toronto,M2M1C8,761735
-79.4286531037468,43.7133246935101,127907386,Delray Pharmacy,2812 Bathurst Street, , ,Toronto,M6B3A6,761740
-79.39870469390341,43.71007539433229,127907390,Yonge Drug Mart,2399 Yonge Street,Unit 104, ,Toronto,M4P2E7,761744
-79.4474712035763,43.6433557803605,127907393,Welcome Guardian Drugs,137 Roncesvalles Avenue, , ,Toronto,M6R2L2,761747
-79.2524712510454,43.7536239087456,127907397,Lawrence Pharmacy,2901 Lawrence Avenue East,Unit 105, ,Toronto,M1P2S8,761751
-79.43905020058709,43.6398985801444,127907398,Shoppers Drug Mart #1253,1473 Queen Street West, , ,Toronto,M6R1A1,761752
-79.4216305958555,43.6492477825948,127907407,Main Drug Mart,1169 Dundas Street West, , ,Toronto,M6J1X3,761761
-79.4750682233712,43.767654200862296,127907414,Sultan Pharmacy,1118 Finch Avenue West,Unit 8, ,Toronto,M3J3J4,761768
-79.37472598168809,43.6582620863529,127907424,Jarvis St. Apothecary,275 Jarvis Street, , ,Toronto,M5B2P2,761778
-79.395838989338,43.668658687199404,127904547,Konop Chemists Ltd,208 Bloor Street West, , ,Toronto,M5S3B4,761788
-79.55718303574679,43.611693269697895,127904550,Shoppers Drug Mart #861,25 The West Mall,Unit 1267, ,Toronto,M9C1B8,761791
-79.43456319927091,43.641198280580994,127904557,Simpill,1408 Queen Street West, , ,Toronto,M6K1L9,761798
-79.29264015664121,43.67133319244821,127904564,Glen Manor Pharmacy,116 Glen Manor Drive, , ,Toronto,M4E2X2,761805
-79.5302442303204,43.647444077228606,127904580,Pharma-Docs,4972 Dundas Street West, , ,Toronto,M9A1B7,761821
-79.38069658322371,43.6540643853391,127904581,Shoppers Drug Mart #824,220 Yonge Street,"Unit  1, Toronto Eaton Centre, 124b", ,Toronto,M5B2H1,761822
-79.53227473070929,43.644522176621294,127904583,Dunbloor Medical Pharmacy,5115 Dundas Street West, , ,Toronto,M9A1C1,761824
-79.2828289543108,43.68046899450629,127904589,Henley Gardens Pharmacy,1089 Kingston Road, , ,Toronto,M1N4E4,761830
-79.33731427552308,43.7238576995975,127904595,Wynford Medical Pharmacy,18 Wynford Drive,Unit 114, ,Toronto,M3C0K8,761836
-79.4685428207102,43.7611381000265,127904596,Trust Care Ltc Services,1450 Lodestar Road,Unit 8 & 9, ,Toronto,M3J3C1,761837
-79.5962915579282,43.7214386871134,127904600,Drugstore Pharmacy #4165,330 Queens Plate Drive, , ,Toronto,M9W7J7,761841
-79.3853587850697,43.6581446858395,127904604,Shoppers Drug Mart #822,700 Bay Street,Lucliffe Plaza, ,Toronto,M5G1Z6,761845
-79.5658755424216,43.655900377051296,127904608,Shoppers Drug Mart #825,600 The East Mall,Unit 1, ,Toronto,M9B4S1,761849
-79.24794634985349,43.75650970946079,127904611,Rexall #6909,3030 Lawrence Avenue East, , ,Toronto,M1P2T7,761852
-79.39008478652441,43.6575438855149,127904613,Rexall  #6940,600 University Avenue, , ,Toronto,M5G1X5,761854
-79.2444572470244,43.7370305062068,127904614,Eglinton-Danforth Pharmacy,2811 Eglinton Avenue East, , ,Toronto,M1J2E1,761855
-79.387636386102,43.661620486344205,127904615,Rexall #8165,76 Grenville Street, , ,Toronto,M5S1B2,761856
-79.4887557238463,43.7237803925442,127904616,Rexall #8168,1235 Wilson Avenue, , ,Toronto,M3M0B2,761857
-79.3795088823234,43.648132584352204,127904619,Rexall #42,199 Bay Street,"Unit C186, Postal Office Box 197", ,Toronto,M5L1E7,761860
-79.5564805373518,43.632409473367794,127904625,Rexall #158,250 The East Mall, , ,Toronto,M9B3Y8,761866
-79.3532387868291,43.794247111187,127904630,Rexall #224,3555 Don Mills Road, , ,Toronto,M2H3N3,761871
-79.40134539094409,43.666949986644,127904631,Rexall #257,345 Bloor Street,Unit 3, ,Toronto,M4W1H7,761872
-79.3693909833683,43.696692693345796,127904633,Rexall #299,325 Moore Avenue, , ,Toronto,M4G3T6,761874
-79.3925393910463,43.6999923928504,127904634,Isabel and Arthur Meighen Mano,155 Millwood Road, , ,Toronto,M4S1J6,761875
-79.5161679305297,43.7005398871949,127904635,Eagle Manor Pharmacy,1901 Weston Road, , ,Toronto,M9N3P5,761876
-79.2938368685728,43.802437815378504,127904642,Rexall #406,4040 Finch Avenue East, , ,Toronto,M1S4V5,761883
-79.3763856869219,43.7116800956499,127905585,Rexall Pharma Plus #604,660 Eglinton Avenue East, , ,Toronto,M4G2K2,761888
-79.3832038929703,43.7555109030138,127905589,Cichy Services Inc,20 Berkindale Crescent, , ,Toronto,M2L2A4,761892
-79.2485406458439,43.708752201056605,127905591,Rexall #711,2447 Kingston Road,Unit 103, ,Toronto,M1N1V4,761894
-79.4164080057572,43.780178505787,127905592,Rexall #729,5650 Yonge Street,Unit 17, ,Toronto,M2M4G3,761895
-79.3844558849875,43.6604858862925,127905594,Rexall #745,777 Bay Street,Unit C216, ,Toronto,M5G2C8,761897
-79.41401700395521,43.7684641038484,127905595,Rexall #752,5150 Yonge Street, , ,Toronto,M2N6L8,761898
-79.3878223847795,43.6459075835761,127905598,Rexall #836,200 Wellingston Street West,"Unit 200, Postal Office Box 101", ,Toronto,M5V3C7,761901
-79.3832478836739,43.6499285844944,127905599,Rexall #851,120 Adelaide Street West,Unit R28, ,Toronto,M5H1T1,761902
-79.5464400383288,43.67963398211929,127905600,Rexall #869,250 Wincott Drive, , ,Toronto,M9R2R5,761903
-79.23057674597209,43.775470213587106,127905601,Rexall #877,1127 Markham Road, , ,Toronto,M1H2Y5,761904
-79.4045569977956,43.732992798077,127905602,Rexall #880,3402 Yonge Street, , ,Toronto,M4N2M9,761905
-79.39807019852108,43.7645963039134,127905604,Rexall #885,288 Sheppard Avenue East, , ,Toronto,M2N3B1,761907
-79.48300042218409,43.725740993155796,127905605,Rexall #891,1115 Wilson Avenue, , ,Toronto,M3M1H2,761908
-79.2494319486392,43.7373179060272,127905606,Rexall #901,2682 Eglinton Avenue East, , ,Toronto,M1K2S3,761909
-79.29827816804759,43.7804383113216,127905607,Rexall #919,3607 Sheppard Avenue East, , ,Toronto,M1T3K8,761910
-79.38240898332259,43.648976784366106,127905608,Rexall #943,1 First Canadian Place,Unit CN1038-, ,Toronto,M5X1C8,761911
-79.434208407,43.730067896185595,127905629,Rexall Specialty Pharmacy,3560 Bathurst Street, , ,Toronto,M6A2E1,761932
-79.54942344551449,43.7498876942828,127905648,Main Drug Mart,2437 Finch Avenue West, , ,Toronto,M9M2E7,761951
-79.3938009904327,43.6884669907701,127905680,Rexall #273,2 St Clair Avenue East,Unit C001, ,Toronto,M4T2T5,761983
-79.3811800843724,43.6653728873024,127906643,Rexall #1974,63 Wellesley Street East, , ,Toronto,M4Y1G7,761996
-79.39960089394171,43.707269293798596,127906648,Rexall #2055,2300 Yonge Street, , ,Toronto,M4P1E4,762001
-79.528509529945,43.649453477662,127906649,Rexall #2063,4890 Dundas Street West, , ,Toronto,M9A1B5,762002
-79.3521947762092,43.6777085908114,127906661,Hellenic Pharmacy,374 Danforth Avenue, , ,Toronto,M4K1N8,762014
-79.4420834039994,43.6676543848762,127906670,Rexall #2287,1245 Dupont Street, , ,Toronto,M6H2A6,762023
-79.4869983256742,43.7507137973417,127906681,Nam Pharmacy,3585 Keele Street,Unit 6, ,Toronto,M3J3H5,762034
-79.52053043804129,43.7694906990615,127906683,Rexall #2394,4702 Jane Street, , ,Toronto,M3N2L3,762036
-79.42707510210249,43.700410691319505,127906692,Rexall #3012,901 Eglinton Avenue West, , ,Toronto,M6C2C1,762045
-79.3671467795787,43.66177208732061,127906694,Parliament Pharmacy,402 Parliament Street, , ,Toronto,M5A2Z7,762047
-79.2906428576142,43.689679295762204,127906696,Shoppers Drug Mart #862,3003 Danforth Avenue, , ,Toronto,M4C1M9,762049
-79.4444572148592,43.78183160476949,127906698,Cheltenham Care Community,5935 Bathurst Street,Centre- Cheltenham, ,Toronto,M2R1Y8,762051
-79.5384814281502,43.5930845672992,127906713,Rexall #6916,3701 Lakeshore Boulevard West, , ,Toronto,M8W1P8,762066
-79.22088324585499,43.809286519957894,127906716,Rexall #6921,1371 Neilson Road, , ,Toronto,M1B4Z8,762069
-79.54934203309921,43.609990769764,127906720,Sav on Drug Mart,880 Browns Line, , ,Toronto,M8W3V7,762073
-79.545715331233,43.6019253685161,127906729,Rexall #6941,440 Brown's Line, , ,Toronto,M8W3T9,762082
-79.35825997816849,43.677978190577704,127906730,Rexall #6942,807 Broadview Avenue, , ,Toronto,M4K2P8,762083
-79.4428581076952,43.706720991692,127907681,Rexall #6948,Mariee Avenue,Unit B249, ,Toronto,M6B4B8,762089
-79.3683351803418,43.66613878803221,127907697,Rexall #6979,539 Parliament Street, , ,Toronto,M4X1P7,762105
-79.3832908842408,43.656219785597294,127907698,Rexall #6990,595 Bay Street, , ,Toronto,M5G2C2,762106
-79.4123748963623,43.6885087899152,127907699,Rexall #6991,393 Spadina Road, , ,Toronto,M5P2W1,762107
-79.4102106021155,43.76141560279179,127907700,Rexall #6997,4789 Yonge Street,Unit 2, ,Toronto,M2N0G3,762108
-79.4003329898092,43.657725485071495,127907715,Rexall #8139,474 Spadina Avenue, , ,Toronto,M5T2G8,762123
-79.51542863484559,43.7518515962142,127907716,Supercare Pharmacy,2867 Jane Street, , ,Toronto,M3N2J5,762124
-79.3869313848789,43.6502712843839,127907718,Rexall #8141,250 University Avenue,Unit 120, ,Toronto,M5H3E5,762126
-79.42929059830921,43.64937248226111,127907719,Rexall #8142,1421 Dundas Street West, , ,Toronto,M6J1Y4,762127
-79.3948696893149,43.6719077878147,127907721,Rexall #8145,87 Avenue Road, , ,Toronto,M5R3R9,762129
-79.3738705805293,43.6481826846222,127907730,Rexall #8159,63 Front Street East, , ,Toronto,M5E1B3,762138
-79.3789776825,43.65206958506829,127907733,Rexall #8161,159 Yonge Street, , ,Toronto,M5C1X7,762141
-79.3787195814522,43.64108248315021,127907734,Rexall #8164,88 Queens Quay West, , ,Toronto,M5J0B8,762142
-79.4116609941123,43.66556278592179,127907752,Bathurst-Bloor Ida Drug Mart,800 Bathurst Street, , ,Toronto,M5R3G1,762160
-79.31885086512091,43.6726237914625,127907757,Gerrard St Pharmacy Ltd,247 Coxwell Avenue, , ,Toronto,M4L3B4,762165
-79.38187788406941,43.659396786220704,127907763,Rexall #8175,401 Yonge Street, , ,Toronto,M5B1S9,762171
-79.2422515449288,43.7212059035328,127907764,St Clair & Brimley Ida Pharmac,3750 Saint Clair Avenue East,Unit 6, ,Toronto,M1M1T9,762172
-79.2380222517304,43.8137598199473,127907772,Pharmore Pharmacy,5633 Finch Avenue East,Unit 7, ,Toronto,M1B5K9,762180
-79.2386391452926,43.7384767067294,127903853,Chartwell Trilogy Ltc Residenc,340 Mccowan Road, , ,Toronto,M1J3P4,762191
-79.60590266305749,43.744646190724104,127903872,Mudios Medical Pharmacy,1780 Albion Road,Unit 6, ,Toronto,M9V1C1,762210
-79.4877013262065,43.754183497916095,127903873,J C Pharmacy,3685 Keele Street,Unit 1A, ,Toronto,M3J3H6,762211
-79.27704716168671,43.7852360131459,127903876,Austins Drug Mart,4235 Sheppard Avenue East,Unit 108, ,Toronto,M1S1T7,762214
-79.3325505702815,43.6815925924032,127903881,Danforth Central Pharmacy,1188 Danforth Avenue, , ,Toronto,M4J1M3,762219
-79.582248448057,43.660631277117005,127903887,Eringate Drugs,120 Eringate Drive, , ,Toronto,M9C3Z8,762225
-79.45434710818421,43.67075978485121,127903888,Community Choice Pharmasave Da,1892 Davenport Road, , ,Toronto,M6N1B7,762226
-79.4971472227257,43.6808835846356,127903890,Janedal Pharmacy,965 Jane Street,Unit 3, ,Toronto,M6N4E1,762228
-79.4183087977493,43.682771188633005,127903891,Clairhurst Medical Pharmacy,1466 Bathurst Street,Unit 109, ,Toronto,M5R3S3,762229
-79.391066388339,43.6746048884645,127903898,Belmont House,55 Belmont Street, , ,Toronto,M5R1R1,762236
-79.5104674271055,43.6823883842791,127903899,Metro Drugs,320 Scarlett Road, , ,Toronto,M9A4S4,762237
-79.4070963926687,43.6657023861582,127903900,Rexall #8179,481 Bloor Street West, , ,Toronto,M5S1X9,762238
-79.390490686356,43.654158284901506,127903902,Pharmacy by the Grange,275 Dundas Street West,Unit 9 & 10, ,Toronto,M5T1G1,762240
-79.4102106021155,43.76141560279179,127903922,Toronto Specialty Pharmacy Ltd,4789 Yonge Street,Unit 1106, ,Toronto,M2N0G3,762260
-79.49575162198781,43.6775710841197,127903925,Oya Pharmacy,903 Jane Street, , ,Toronto,M6N4C6,762263
-79.2696045614298,43.809254717695296,127903930,Food Basics Pharmacy #596,1571 Sandhurst Circle, , ,Toronto,M1V1V2,762268
-79.27792786038309,43.76727730995971,127903933,Fieldstone Commons Care Comm,1000 Ellesmere Road,Centre-Ellesmere, ,Toronto,M1P5G2,762271
-79.5605990399967,43.647491175822296,127903942,Eatonville Care Centre,420 The East Mall, , ,Toronto,M9B3Z9,762280
-79.3983794887383,43.652635484268295,127903944,Hui's Pharmasave,280 Spadina Avenue,Unit Q, ,Toronto,M5T3A5,762282
-79.2307900465602,43.7813704146109,127903947,Tuxedo Drug Mart,42 Tuxedo Court, , ,Toronto,M1G3S3,762285
-79.37785198760429,43.7141092960077,127904899,Shoppers Drug Mart #1313,1860 Bayview Avenue,Unit 101, ,Toronto,M4G0C3,762295
-79.37266188141709,43.6626689872225,127904904,Sherbourne Place,345 Sherbourne Street, , ,Toronto,M5A2S3,762300
-79.4035015933538,43.68649418997371,127904906,St Clair Allergy Service Ltd,202 St Clair Avenue West, , ,Toronto,M4V1R2,762302
-79.2518361509574,43.7549294090038,127904911,Bendale Acres,2920 Lawrence Avenue East, , ,Toronto,M1P2T8,762307
-79.5116855309822,43.721776091124106,127904912,Community Choice Pharmacy - Bl,2202 Jane Street,Unit 5, ,Toronto,M3M1A4,762308
-79.38125468455979,43.6672313876252,127904913,Well + Good Pharmacy,557 Church Street, , ,Toronto,M4Y2E2,762309
-79.4328339004353,43.6606845840826,127904922,Bloor Medical Pharmacy,1062 Bloor Street West, , ,Toronto,M6H1M3,762318
-79.567455841862,43.6438806748691,127904933,Wesburn Manor,400 The West Mall, , ,Toronto,M9C5S1,762329
-79.51603623473329,43.7484055955828,127904936,Jane Centre Pharmacy,2780 Jane Street, , ,Toronto,M3N2J2,762332
-79.5603365364887,43.6087178690285,127904948,Rexall #8195,190 Sherway Drive, , ,Toronto,M9C5N2,762344
-79.48677862499471,43.7438467961499,127904962,Keele Sheppard Drugs,3306 Keele Street, , ,Toronto,M3M2H7,762358
-79.4880308178602,43.65870638116979,127904963,Lingeman Pharmacy,411 Jane Street, , ,Toronto,M6S3Z6,762359
-79.31535147499879,43.7973541134905,127904968,Newe Towne Medical Pharmacy,3420 Finch Avenue East,Unit 102, ,Toronto,M1W2R6,762364
-79.4009851982402,43.7509108013816,127904971,Sina Pharmacy Inc,37 The Links Road, , ,Toronto,M2P1T7,762367
-79.566029049941,43.740115591796894,127904975,Blossom Pharmacy Inc,2683 Islington Avenue, , ,Toronto,M9V2X7,762371
-79.42778300232209,43.7003406912743,127904977,Shoppers Drug Mart #835,925 Eglinton Avenue West, , ,Toronto,M6C2C3,762373
-79.2376316497065,43.79224671619921,127904978,Cure Pharmacy,1585 Markham Road,Unit 108, ,Toronto,M1B2W1,762374
-79.36971089004851,43.771183506385,127905944,Main Drug Mart,1100 Sheppard Avenue East, , ,Toronto,M2K2W1,762392
-79.511072730583,43.7194773907501,127905948,Shoppers Drug Mart #990,1597 Wilson Avenue, , ,Toronto,M3L1A5,762396
-79.374018082171,43.666322087801,127905963,Fudger House,439 Sherbourne Street, , ,Toronto,M4X1K6,762411
-79.44671130540871,43.6668997845287,127905966,Shoppers Drug Mart #1304,1400 Dupont Street, , ,Toronto,M6H2B2,762414
-79.58466205683679,43.7508391928014,127905986,Kipling Medical Pharmacy,2687 Kipling Avenue,Unit 9, ,Toronto,M9V5G6,762434
-79.41095930225259,43.7602644025554,127905988,Emerald Pharmacy,4750 Yonge Street,Unit 129, ,Toronto,M2N0J6,762436
-79.4403251018562,43.6496959818056,127905990,Drug Store Pharmacy #4222,222 Lansdowne Avenue, , ,Toronto,M6K3C6,762438
-79.3978533886242,43.653245384399796,127906004,Rexall #8191,285 Spadina Avenue, , ,Toronto,M5T2E6,762452
-79.50505792601041,43.6895048857787,127906007,West Park Pharmacy,Buttonwood Avenue,R1-32-82, ,Toronto,M6M2J5,762455
-79.5072291230795,43.6485069784867,127906016,Canadian Compounding Pharmacy,2920 Bloor Street West, , ,Toronto,M8X1B6,762464
-79.46743001424271,43.6921214879894,127906019,Westside Pharmacy,2404 Eglinton Avenue West,Unit D3, ,Toronto,M6M1S6,762467
-79.3748593811549,43.65171268519651,127906023,Wellth Pharmacy & Clinic,85 Church Street, , ,Toronto,M5C2G2,762471
-79.4110373973277,43.704285992744296,127906025,Northern Rx Medical Pharmacy,418 Eglinton Avenue West,Unit 201, ,Toronto,M5N1A2,762473
-79.3948952881613,43.65870858549629,127906031,Ut Pharmacy and Print,193 College Street, , ,Toronto,M5T1P9,762479
-79.5261834387143,43.756778996574106,127906997,Norfinch Care Community,22 Norfinch Drive, , ,Toronto,M3N1N1,762488
-79.4431885052187,43.6774827865493,127907001,Nova Pharmacy,1674 Dufferin Street, , ,Toronto,M6H3M1,762492
-79.46272961039391,43.6655096835403,127907005,Duke Pharmacy,2798 Dundas Street West, , ,Toronto,M6P1Y5,762496
-79.21780623907941,43.74352760857799,127907011,Supercare Pharmacy,3208 Eglinton Avenue East, , ,Toronto,M1J2H6,762502
-79.5291324300686,43.6486052774841,127907028,Remedy's Al- Shafa Pharmacy,4922 Dundas Street West, , ,Toronto,M9A1B7,762519
-79.2227779421931,43.760863811388,127907031,Cedarbrae Medical Pharmacy,3630 Lawrence Avenue East, , ,Toronto,M1G1P6,762522
-79.50408011791309,43.601273670338,127907039,New Toronto Pharmacy,2898 Lake Shore Boulevard West, , ,Toronto,M8V1J2,762530
-79.437008399655,43.636704179678105,127907041,Parkdale Pharmacy,1439 King Street West, , ,Toronto,M6K1H9,762532
-79.3809389821217,43.6406455829706,127907045,Harbourfront Medicine Cabinet,8 York Street,Unit 1, ,Toronto,M5J2Y2,762536
-79.42369259766271,43.662304484791406,127907050,Bloor St Pharmacy,849 Bloor Street West, , ,Toronto,M6G1M3,762541
-79.32665476914991,43.6901247941739,127907053,East York Pharmasave 9773,840 Coxwell Avenue,Unit 102, ,Toronto,M4C5T2,762544
-79.38782898646491,43.665047486937,127907055,Sanomed Pharm&compounding Cent,1000 Bay Street, , ,Toronto,M5S3A8,762546
-79.4318405062257,43.729856896258795,127907056,Murray Shore Pharmacy,3537 Bathurst Street, , ,Toronto,M6A2C7,762547
-79.4177914938078,43.6398873811289,127907059,Metro Pharmacy #572,100 Lynn Williams Street, , ,Toronto,M6K3N6,762550
-79.2049742382307,43.780504915653104,127907070,Shoppers Drug Mart #1242,2863 Ellesmere Road, , ,Toronto,M1E5E9,762561
-79.31254847057609,43.757440606631796,127907081,Shoppers Drug Mart #851,85 Ellesmere Road,Unit 31, ,Toronto,M1R4B7,762572
-79.5707593530411,43.758000794704294,127913265,Humber Summit Pharmacy,2972 Islington Avenue,Unit 10, ,Toronto,M9L2K6,762581
-79.35228598574442,43.7854356096894,127913266,Rainbow Ida Pharmacy,3018 Don Mills Road East, , ,Toronto,M2J3C1,762582
-79.4059422912164,43.6533855840493,127913272,Shoppers Drug Mart,399 Bathurst Street,Toronto Western Outpatient Pcy, ,Toronto,M5T2S8,762588
-79.48305761376571,43.630250276405704,127913279,Shoppers Drug Mart #865,125 The Queensway, , ,Toronto,M8Y1H6,762595
-79.372470481767,43.66734178805179,127913289,James Town Pharmacy,225 Wellesley Street East,Unit 5, ,Toronto,M4X1X8,762605
-79.3756598816195,43.6540930855775,127913301,Urban Care Pharmacy,26 Dalhousie Street, , ,Toronto,M5B2A5,762617
-79.24719145558021,43.8241451213396,127913307,Mmmc Pharmacy,3610 McNicoll Avenue,Unit 12, ,Toronto,M1X0B7,762623
-79.4434552053166,43.6776280865625,127913316,Bio Pharmacy,1177 St Clair Avenue West, , ,Toronto,M6E1B5,762632
-79.3438258736761,43.679272691473706,127913324,Apollon Pharmacy Ltd,696 Danforth Avenue, , ,Toronto,M4J1L1,762640
-79.3695811808643,43.6675591882239,127913330,Dales Pharmacy,572 Parliament Street, , ,Toronto,M4X1P8,762646
-79.3029813703706,43.7897194127283,127913332,Popular Choice Pharm Birchwood,2600 Birchmount Road, , ,Toronto,M1T2M5,762648
