Long,Lat,OGF_ID,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,OBJECTID
-79.3693469792295,43.6498126851182,127907976,2-Spirited People of the 1st Nations,145 Front Street East,Unit 105,Practice Location,Toronto,M5A1E3,753601
-79.3840465851957,43.6643368869876,127907977,Action Positive VIH-SIDA,543 Yonge Street,4th floor,Practice Location,Toronto,M4Y1Y5,753602
-79.37720028175029,43.6499902847855,127907978,African and Caribbean Council on HIV/AIDS in Ontario,20 Victoria Street,4th floor,Practice Location,Toronto,M5C2N8,753603
-79.3645515781261,43.65466428619251,127907979,Africans in Partnership Against AIDS,526 Richmond Street East,2nd Floor,Practice Location,Toronto,M5A1R3,753604
-79.37508298262759,43.6676496879848,127907980,AIDS Bereavement & Resiliency Project of Ontario (c/o Fife House),490 Sherbourne Street,2nd Floor,Practice Location,Toronto,M4X1K9,753605
-79.3840465851957,43.6643368869876,127907986,AIDS Committee of Toronto,543 Yonge Street,4th floor,Practice Location,Toronto,M4Y1Y5,753611
-79.37640548261041,43.6626573870469,127907990,Alliance for South Asian AIDS Prevention,120 Carlton Street,Suite 315,Practice Location,Toronto,M5A4K3,753615
-79.39789098852059,43.6519313841673,127907992,Asian Community AIDS Services,260 Spadina Avenue,Unit 410,Practice Location,Toronto,M5T2E4,753617
-79.387636386102,43.661620486344205,127907994,Bay Centre for Birth Control,76 Grenville Street,3rd Floor,Practice Location,Toronto,M5S1B2,753619
-79.45747561299501,43.7139201922736,127907995,Birth Control & Venereal Disease Information Centre,960 Lawrence Avenue West,Suite 403,Practice Location,Toronto,M6A3B5,753620
-79.37720028175029,43.6499902847855,127907996,Black Coalition for AIDS Prevention,20 Victoria Street,4th Floor,Practice Location,Toronto,M5C2N8,753621
-79.40231218944109,43.646365382984705,127907999,Canadian AIDS Treatment Information Exchange,555 Richmond Street West,"Suite 505, Postal Office Box 1104",Practice Location,Toronto,M5V3B1,753624
-79.37891028395241,43.668828288014296,127908001,Casey House,119 Isabella Street,,Practice Location,Toronto,M4Y1P2,753626
-79.4042271900715,43.646588782935105,127908002,Central Toronto Community Health Centres,168 Bathurst Street,,Practice Location,Toronto,M5V2R4,753627
-79.37640548261041,43.6626573870469,127908003,Centre for Spanish-Speaking Peoples,120 Carlton Street,Suite 201,Practice Location,Toronto,M5A4K3,753628
-79.40231218944109,43.646365382984705,127908004,Centre francophone de Toronto,555 Richmond Street West,Postal Office Box 600,Practice Location,Toronto,M5V3B1,753629
-79.37937698302,43.65653568583421,127908011,"City of Toronto, Toronto Public Health",277 Victoria Street,5th Floor,Practice Location,Toronto,M5B1W2,753636
-79.44526320377159,43.653565782255704,127908015,Family Service Toronto,128 Sterling Road,,Practice Location,Toronto,M6R2B7,753640
-79.37508298262759,43.6676496879848,127908016,Fife House,490 Sherbourne Street,2nd Floor,Practice Location,Toronto,M4X1K9,753641
-79.37651138250149,43.6610350867572,127908017,Gay Men's Sexual Health Alliance c/o Ontario AIDS Network,296 Jarvis Street,Unit  5,Practice Location,Toronto,M5B2C5,753642
-79.3625223776093,43.6561510865476,127908019,Good Shepherd Refuge Social Ministries (Barrett House),412 Queen Street East,,Practice Location,Toronto,M5A1T3,753644
-79.3788022831454,43.6600470864775,127908023,Hassle Free Clinic,66 Gerrard Street East,Suite 200,Practice Location,Toronto,M5B1G3,753648
-79.3741717820798,43.664727487514,127908025,"Health Centre at 410, Family Health Team",410 Sherbourne Street,4th Floor,Practice Location,Toronto,M4X1K2,753650
-79.40988470183841,43.759461502464895,127908027,Hemophilia Ontario,4711 Yonge Street,"Suite 10100, 10th Floor",Practice Location,Toronto,M2N6K8,753652
-79.38395168361741,43.6467317839002,127908028,HIV & AIDS Legal Clinic (Ontario),55 University Avenue,Suite 1400,Practice Location,Toronto,M5J2H7,753653
-79.3959793927483,43.70684179389179,127908031,Hospice Toronto,55 Eglinton Avenue East,Suite 502,Practice Location,Toronto,M4P1G8,753656
-79.3759017813647,43.650315784902894,127908039,LOFT Community Services,15 Toronto Street,9th floor,Practice Location,Toronto,M5C2E3,753664
-79.3640492780358,43.655461886355894,127908041,Maggie’s: Toronto Sex Workers Action Project,351 Queen Street East,Postal Office Box 82527,Practice Location,Toronto,M5A1T2,753666
-79.3899927864931,43.657522085515296,127908044,"Mount Sinai Hospital, Clinic for HIV-Related Concerns",600 University Avenue,"Room 963, Dept. of Psychiatry",Practice Location,Toronto,M5G1X5,753669
-79.3934082920281,43.7079783942105,127908275,Ontario Aboriginal HIV/AIDS Strategy,164 Eglington Avenue East,Suite 301,Practice Location,Toronto,M4P1A6,753675
-79.37651138250149,43.6610350867572,127908276,Ontario AIDS Network,296 Jarvis Street,Unit 5,Practice Location,Toronto,M5A1T7,753676
-79.3803729902203,43.734626599487,127908277,"Ontario Association of the Deaf, Deaf Outreach Project",2395 Bayview Avenue,,Practice Location,Toronto,M2L1A2,753677
-79.37508298262759,43.6676496879848,127908278,Ontario HIV & Substance Use Training Program,490 Sherbourne Street,2nd Floor,Practice Location,Toronto,M4X1K9,753678
-79.3927572897232,43.6841943900689,127908279,Ontario HIV Treatment Network,1300 Yonge Street,Suite 600,Practice Location,Toronto,M4T1X3,753679
-79.42946639770079,43.6418242809274,127908284,Parkdale Community Health Centre,1229 Queen Street West,,Practice Location,Toronto,M6K1L2,753684
-79.3973026898826,43.6695405872863,127908287,Planned Parenthood of Toronto,36 Prince Arthur Avenue,Unit B,Practice Location,Toronto,M5R1A9,753687
-79.3645515781261,43.65466428619251,127908290,Prisoners with HIV/AIDS Support Action Network,526 Richmond Street East,,Practice Location,Toronto,M5A1R3,753690
-79.3783211824399,43.653767785396994,127908291,Providence St. Joseph's and St. Michael's Healthcare Department of Family and Community Medicine,30 Bond Street,,Practice Location,Toronto,M5B1W8,753691
-79.36558547886999,43.6593762869722,127908292,Regent Park Community Health Centre,465 Dundas Street East,,Practice Location,Toronto,M5A2B2,753692
-79.5721966500604,43.7193357878718,127908300,Rexdale Community Health Centre,8 Taber Road,,Practice Location,Toronto,M9W3A4,753700
-79.28770346495921,43.7837300123883,127908304,Scarborough Centre for Healthy Communities,4002 Sheppard Avenue East,Suite 401,Practice Location,Toronto,M1S4R5,753704
-79.3720173811789,43.66229908718739,127908306,Sherbourne Health Centre,333 Sherbourne Street,,Practice Location,Toronto,M5A2S5,753706
-79.3877343857352,43.6570956855451,127908307,"Sick Kids Hospital, HIV Comprehensive Care Program",555 University Avenue,,Practice Location,Toronto,M5G1X8,753707
-79.3392023706073,43.6611432885044,127908312,South Riverdale Community Health Centre,955 Queen Street East,,Practice Location,Toronto,M4M3P3,753712
-79.3783211824399,43.653767785396994,127908315,"St. Michael's Hospital, Positive Care Clinic",30 Bond Street,"North Wing, 4th Floor, Cardinal Carter",Practice Location,Toronto,M5B1W8,753715
-79.40375839077241,43.6562552846544,127908316,St. Stephen's Community House,91 Bellevue Avenue,,Practice Location,Toronto,M5T2N8,753716
-79.3728748867865,43.722845697770396,127908319,"Sunnybrook Health Sciences Centre, Medical Outpatient Clinic",2075 Bayview Avenue,Room H266,Practice Location,Toronto,M4N3M5,753719
-79.4684109145385,43.69192918790999,127908320,Syme-Woolner Neighbourhood and Family Centre,2468 Eglinton Avenue West,,Practice Location,Toronto,M6M5E2,753720
-79.3925060907871,43.6971736923575,127908323,Teresa Group Child and Family Aid,124 Merton Street,Suite 104,Practice Location,Toronto,M4S2Z2,753723
-79.3248581685541,43.6898712942126,127908327,"Toronto East General Hospital, Immunodeficiency Clinic",825 Coxwell Avenue,,Practice Location,Toronto,M4C3E7,753727
-79.3717658810225,43.6614321870469,127908328,Toronto People With AIDS Foundation,200 Gerrard Street East,2nd Floor,Practice Location,Toronto,M5A2E6,753728
-79.45227610630471,43.6569354825214,127908329,"Toronto Public Health, Crossways Sexual Health Clinic",2340 Dundas Street West,,Practice Location,Toronto,M6P4A9,753729
-79.2575788543751,43.772887811885006,127908330,"Toronto Public Health, Scarborough Sexual Health Clinic",160 Borough Drive,,Practice Location,Toronto,M1P4N8,753730
-79.37937698302,43.65653568583421,127908331,"Toronto Public Health, The Works",277 Victoria Street,Main Floor,Practice Location,Toronto,M5B1W2,753731
-79.4449407094918,43.719525893839204,127908333,Unison Health and Community Services,12 Flemington Road,,Practice Location,Toronto,M6A2N4,753733
-79.38836888607571,43.6586659857915,127908334,University Health Network Toronto General Hospital,200 Elizabeth Street,"Unit 9EN, Tgh",Practice Location,Toronto,M5G2C4,753734
-79.2781233548705,43.7039523988467,127908338,Warden Woods Community Centre,74 Firvalley Court,,Practice Location,Toronto,M1L1N9,753738
-79.3827512845486,43.66167748658071,127908561,Women's Health in Women's Hands,2 Carlton Street,Suite 500,Practice Location,Toronto,M5B1J3,753744
-79.50338541788771,43.603499170761395,127908563,Lakeshore Area Multi-Service Project Inc,185 Fifth Street,,,Toronto,M8V2Z5,753746
-79.3698089797635,43.6542119858695,127908571,Anishnawbe Health Toronto Community Health Centre,225 Queen Street East,,,Toronto,M5A1S4,753754
-79.21572773802049,43.7390368078864,127908574,Scarborough Centre for Healthy Communities,3545 Kingston Road,,,Toronto,M1M1R6,753757
-79.454833808332,43.670676384813994,127908579,Davenport Perth Neighbourhood Centre,1900 Davenport Road,,,Toronto,M6N1B7,753762
-79.3326131727854,43.7098213973539,127908583,Flemingdon Health Centre,10 Gateway Boulevard,,,Toronto,M3C3A1,753766
-79.48844211615099,43.637843477488794,127908588,Regent Park Community Health Centre,150 Berry Road,,,Toronto,M8Y1W3,753771
-79.3992916940609,43.70973879424599,127908589,Stonegate Community Health Centre,2398 Yonge Street,,,Toronto,M4P2H4,753772
-79.3827512845486,43.66167748658071,127908591,Women's Health in Women's Hands Community Health Centre,2 Carlton Street,Suite 500,,Toronto,M5B1J3,753774
-79.5106264306882,43.7222694912599,127908592,Black Creek Community Health Centre,2202 Jane Street 5,Toronto,,Toronto,M3M1A4,753775
-79.4449407094918,43.719525893839204,127908597,Unison Health and Community Services.,12 Flemington Road,Toronto,,Toronto,M6A2N4,753780
-79.5721966500604,43.7193357878718,127908601,Rexdale Community Health Centre,8 Taber Road East,tobicoke,,Toronto,M9W3A4,753784
-79.3973094898908,43.6696098872982,127908602,Planned Parenthood of Toronto,36 Prince Arthur Avenue,"Unit B, Toronto",,Toronto,M5R1A9,753785
-79.3392023706073,43.6611432885044,127908608,South Riverdale Community Health Centre,955 Queen Street East,Toronto,,Toronto,M4M3P3,753791
-79.4584232081249,43.6553500819575,127908613,The Four Villages Community Health Centre,1700 Bloor Street West,Toronto,,Toronto,M6P4C3,753796
-79.22088324585499,43.809286519957894,127908614,Taibu Community Health Centre,1371 Nelson Road. South,"Unit 418, carborough",,Toronto,M1B4Z8,753797
-79.4033927907612,43.657452784881706,127908618,Access Alliance Multicultural Health and Community Services,340 College Street,"Suite 500, Toronto",,Toronto,M5T3A9,753801
-79.3843035850234,43.661445086468,127908813,Centre Francophone De Toronto,22 College Street,Toronto,,Toronto,M5G1K3,753809
-79.3163049637527,43.6662965904691,127908817,East End Community Health Centre,1619 Queen Street East,Toronto,,Toronto,M4L1G4,753813
-79.4042271900715,43.646588782935105,127908824,Parkdale Queen West Community Health Centre,168 Bathurst Street,,,Toronto,M5V2R4,753820
-79.3992916940609,43.70973879424599,127908825,Anne Johnston Health Station - Tobias House Attendant Care,2398 Yonge Street,,,Toronto,M4P2H4,753821
-79.2810722629701,43.785203212953604,127908826,Canadian Centre for Refugee and Immigrant Health Care,4158 Sheppard Avenue East,,,Toronto,M1S1T3,753822
-79.40426239015459,43.647406283077096,127908832,St. Christopher House,588 Queen Street West,,,Toronto,M6J1E3,753828
-79.38868148536,43.6493936841486,127908833,Loft Community Services,205 Richmond Street West,Suite 301,,Toronto,M5V1V3,753829
-79.4077709938964,43.677196988144296,127908837,The Canadian Hearing Society,271 Spadina Road,,,Toronto,M5R2V3,753833
-79.5518266423216,43.705311886367504,127908838,Reconnect Community Health Services,2150 Islington Avenue,Suite 202,,Toronto,M9P3V4,753834
-79.52007703751579,43.765208998333904,127908841,Jane/finch Community and Family Centre,4400 Jane Street,,,Toronto,M3N2K4,753837
-79.3440490720608,43.660083388093796,127908842,Woodgreen Community Services,835 Queen Street East,,,Toronto,M4M1H9,753838
-79.4472576099773,43.7166568932287,127908843,Cota Health,700 Lawrence Avenue West,Suite 362,,Toronto,M6A3B4,753839
-79.4031717906003,43.6564261847116,127908847,St. Stephen's Community House,260 Augusta Avenue,,,Toronto,M5T2L9,753843
-79.3854598839028,43.644505983439295,127908850,Ontario Federation of Indian Friendship Centres,219 Front Street,,,Toronto,M5A1E8,753846
-79.5078843268962,43.689331185616595,127908856,West Park Healthcare Centre,82 Buttonwood Avenue,,,Toronto,M6M2J5,753852
-79.3625071875978,43.769488106423,127908860,North York General Hospital,4001 Leslie Street,,,Toronto,M2K1E1,753856
-79.434208407,43.730067896185595,127908878,Baycrest Centre for Geriatric Care,3560 Bathurst Street,,,Toronto,M6A2E1,753874
-79.24693864950359,43.7561929094519,127909110,Scarborough Health Network,3050 Lawrence Avenue East,,,Toronto,M1P2V5,753891
-79.3794649825208,43.65053828477679,127909111,Unity Health Toronto,22 Adelaide Street West,Suite 3400,,Toronto,M5H4E3,753892
-79.3546905833331,43.7494850032829,127909132,Aphasia Institute,73 Scarsdale Road,,,Toronto,M3B2R2,753912
-79.3728748867865,43.722845697770396,127909158,Regional Geriatric Program of Toronto,2075 Bayview Avenue,,,Toronto,M4N3M5,753939
-79.39970579405541,43.708178093953,127909160,Self Help Resource Centre of Greater Toronto,40 Orchard View Boulevard,,,Toronto,M4R1B9,753941
-79.387294585324,43.65401468502439,127909162,The Arthritis Society,393 University Avenue,,,Toronto,M5G1E6,753943
-79.5599039362928,43.60805876893289,127909369,The Dorothy Ley Hospice Inc.,170 Sherway Drive,,,Toronto,M9C1A6,753945
-79.3538820756617,43.665357188564606,127909371,Philip Aziz Centre for Hospice Care,558 Gerrard Street East,,,Toronto,M4M1X8,753947
-79.3941975907675,43.6908293911662,127909378,Yorkminster Park Meals on Wheels,1585 Yonge Street,,,Toronto,M4T1Z9,753954
-79.32665476914991,43.6901247941739,127909380,Community Care East York Inc.,840 Cowell Avenue,,,Toronto,M4C5T2,753956
-79.4451605109038,43.73468809648521,127909382,Lumacare Services,497 Wilson Avenue West,,,Toronto,M3H1V1,753958
-79.3713266810993,43.663898987500296,127909383,Mid Toronto Community Services Inc.,192 Carlton Street,,,Toronto,M5A2K8,753959
-79.2152430378973,43.739397607972094,127909384,Momiji Health Care Society,3555 Kingston Road,,,Toronto,M1M3W4,753960
-79.31276406607701,43.7056044975336,127909386,St. Clair O'connor Community Inc,2701 St. Clair Avenue East,,,Toronto,M4B3M3,753962
-79.3811247904486,43.7344942994289,127909389,The Ontario Community Ctr for the Deaf Inc(bob Rumball Ctr for the Deaf),2395 Bayview Avenue,,,Toronto,M2L1A2,753965
-79.3785827831053,43.660386486547296,127909390,Family Services Association of Toronto,355 Church Street,,,Toronto,M5B1Z8,753966
-79.5161679305297,43.7005398871949,127909391,York West Senior Citizens Centre,1901 Weston Road,Unit A,,Toronto,M9N3P1,753967
-79.3827512845486,43.66167748658071,127909394,Hospice Association of Ontario (Hao),2 Carlton Street,,,Toronto,M5B1J3,753970
-79.4623500149477,43.7184141928342,127909398,Access Apartments for Physically Disabled Adults in Toronto,75 Dufflaw Road,,,Toronto,M6A2W4,753974
-79.3374903751109,43.7185437986576,127909402,Bellwoods Centres for Community Living Inc.,789 Don Mills Road,,,Toronto,M3C1T5,753978
-79.3355539819924,43.8034326136158,127909408,Carefirst Seniors Community Services Association,3601 Victoria Park Avenue,,,Toronto,M1W3Y3,753984
-79.5630220485839,43.7356369911538,127909409,Central and Northern Etobicoke Home Support Services,925 Albion Road,Suite 309,,Toronto,M9V1A6,753985
-79.3779707839243,43.671915488599794,127909410,Central Neighbourhood House Associaton,365 Bloor Street East,Unit 1807,,Toronto,M4W3L4,753986
-79.4209211070774,43.7788161053385,127909414,Community Head Injury Resource Services of Toronto,62 Finch Avenue,,,Toronto,M2N7G1,753990
-79.5270602327529,43.68642878421411,127909420,Etobicoke Services for Seniors,1447 Royal York Road,,,Toronto,M9P3V8,753996
-79.29941246025899,43.687914795046794,127909613,Neighbourhood Link Support Services,2625 Danforth Avenue,,,Toronto,M4C1L4,754014
-79.5605572400175,43.647877175892,127909618,Nucleus Independent Living Inc.,11216 Four Seasons Place,,,Toronto,M9B6E5,754019
-79.4583712132621,43.7137098921951,127909624,Pace Independent Living,970 Lawrence Avenue West,,,Toronto,M6A3B6,754025
-79.4461627028452,43.6397902797951,127909625,Parkdale Golden Age Foundation,27 Roncesvalles Avenue,,,Toronto,M6R2K4,754026
-79.3524519785625,43.7035103953273,127909635,Rehabilitation Foundation for the Disabled - Durham,10 Overlea Boulevard,,,Toronto,M4H1A4,754036
-79.3524519785625,43.7035103953273,127909638,Rehabilitation Foundation for the Disabled (Ont March of Dimes) - Tor,10 Overlea Boulevard,,,Toronto,M4H1A4,754039
-79.333903581502,43.8038501137655,127909641,Scarborough Support Services for the Elderly Inc.,1045 McNicoll Avenue,,,Toronto,M1W3W6,754042
-79.391824890595,43.6974602924395,127909642,"Senior Peoples' Resources in North Toronto, Inc.",140 Merton Street,,,Toronto,M4S1A1,754043
-79.4724100157453,43.6911518875876,127909646,St. Clair West Services for Seniors Inc.,2562 Eglington Avenue West,,,Toronto,M6M1T4,754047
-79.4266148002623,43.681222987975595,127909650,St. Matthew's Bracondale House,707 St. Clair Avenue West,,,Toronto,M6C4A1,754051
-79.4889554141733,43.6135351731954,127909651,Storefront Humber Inc.,2445 Lakeshore Boulevard West,,,Toronto,M8V1C5,754052
-79.4033927907612,43.657452784881706,127909655,The Second Mile Club of Toronto,340 College Street,,,Toronto,M5T3A9,754056
-79.382907984234,43.657532185845604,127909656,Three Trilliums Community Place Inc.,25 Elm Street,,,Toronto,M5G2G5,754057
-79.21572773802049,43.7390368078864,127909663,Scarborough Centre for Healthy Communities,3545 Kingston Road,,,Toronto,M1M1R6,754064
-79.4472141166349,43.7919131064041,127909912,Bernard Betel Centre for Creative Living,1003 Avenue West,Suite eles,,Toronto,M2R3T6,754103
-79.52910363005999,43.648611277486495,127909913,Balance for Blind Adults,4920 Dundas Street West,Suite 302,,Toronto,M9A1B7,754104
-79.38896598516021,43.646088783554895,127909927,City of Toronto - Long-Term Care Homes & Services  (Supportive Housing),55 John Street,11th Floor,,Toronto,M5V3C6,754118
-79.32785946721991,43.663787889493896,127909943,Fred Victor Centre,Queen Street East,145,,Toronto,M5A1S1,754134
-79.2965651606156,43.702316097706394,127909948,Harmony Hall/call-a-Service Inc.,Gower Street,2,,Toronto,M4B1E2,754139
-79.4724100157453,43.6911518875876,127909949,Hazel Burns Hospice,2562 Eglinton Avenue West,2nd Floor,,Toronto,M6M1T4,754140
-79.4119510921347,43.642040481778004,127910139,Hospice Toronto,King Street West,"Commerce Court Postal Station P.O 324, 1102 -25",,Toronto,M5L1G3,754147
-79.3851892934257,43.7534926025681,127910164,North Yorkers for Disabled Persons Inc.,Bayview Avenue,2880,,Toronto,M2N5K3,754172
-79.552007340093,43.679517881839296,127910174,Richview Residence Supportive Housing Corporation,Kipling Avenue,1540,,Toronto,M9R4C6,754182
-79.51631872917159,43.68465658440411,127910180,St. Demetrius Supportive Care Services Corp.,Richview Road,60,,Toronto,M9A5E4,754188
-79.3755738820857,43.6597076865675,127910194,The Good Neighbours' Club,Jarvis Street,170,,Toronto,M5B2B7,754202
-79.3851703887569,43.700697093316,127910195,The Governing Council of the Salv Army in Cda(meighen Retirement RES.),Davisville Avenue,84,,Toronto,M4S1G1,754203
-79.3843478875647,43.690149791504,127910381,True Davidson Meals on Wheels (East York) Inc.,St. Clair Avenue East,2723,,Toronto,M4B1M8,754206
-79.3891572860438,43.655443185189,127910383,University of Toronto,500 University Avenue,Room 650,,Toronto,M5G1V7,754208
-79.404465691923,43.6667641864666,127910386,Volunteer Centre of Toronto,344 Bloor Street West,Suite 404,,Toronto,M5S3A7,754211
-79.3625277770208,43.6494327853672,127910403,Les Centres D'accueil Heritage,33 Hahn Place,Suite 104,,Toronto,M5A4G2,754228
-79.4461920112756,43.7351700965216,127910414,Circle of Home Care Services (Toronto),530 Wilson Avenue West,4th Floor,,Toronto,M3H5Y9,754238
-79.417460606183,43.78118930591479,127910415,North York Seniors Centre,21 Hendon Avenue,,,Toronto,M2M4G8,754239
-79.3467683793022,43.7324815006709,127910416,Better Living Health and Community,1 Overland Drive,,,Toronto,M3C2C3,754240
-79.421904097997,43.6725718866765,127910418,Ontario Association of Residents' Councils,Christie Street,"c/o Castleview, 351",,Toronto,M6G3C3,754242
-79.3397796720139,43.675054690920604,127910904,East Toronto Family Community Centre,86 Blake Street,,,Toronto,M4J3C9,754329
-79.43208530640409,43.730990496446,127910905,New Horizons Day Centre Inc,3565 Bathurst Street,,,Toronto,M6A2Y7,754330
-79.300119670429,43.800721714786704,127910906,Centre for Information and Community Services of Ontario,3852 Finch Avenue East,Suite 310,,Toronto,M1T3T9,754331
-79.3458234744545,43.6808755916626,127910907,Greek Community of Toronto,760 Pape Avenue,Department of Social Services,,Toronto,M4K3S7,754332
-79.3644350776605,43.649789185341504,127910908,New Visions Toronto,250 The Esplanade,"Suite 101, The Mill",,Toronto,M5A1J2,754333
-79.3771127832485,43.6673464878375,127910909,Perram House,4 Wellesley Place,,,Toronto,M4Y2K4,754334
-79.3515719785484,43.7065382958992,127910910,East York Meals on Wheels,2 Thorncliffe Park Drive,Unit 52,,Toronto,M4H1H2,754335
-79.4013556961892,43.726378497066705,127910911,Student Assistance in North Toronto for Seniors,25 Wanless Avenue,,,Toronto,M4N1V5,754336
-79.2844890579292,43.7156197005995,127910912,La Salle Manor,61 Fairfax Crescent,,,Toronto,M1L1Z7,754337
-79.36971158539241,43.718489397153505,127910913,Spinal Cord Injury Ontario,520 Sutherland Drive,,,Toronto,M4G3V9,754338
-79.3589031764624,43.656239386730796,127910914,Dixon Hall,58 Sumach Street,,,Toronto,M5A3J7,754339
-79.40096519081649,43.666877986649,127910915,"Senior Adult Services in the Annex, Toronto",341 Bloor Street West,2nd Floor,,Toronto,M5S1W8,754340
-79.28466525672401,43.7012713980735,127910916,West Scarborough Neighbourhood Community Centre,313 Pharmacy Avenue,,,Toronto,M1L3E7,754341
-79.23432164523709,43.753528909568395,127910917,Participation House - Toronto Parent Association,1 Burnview Crescent,,,Toronto,M1H1B4,754342
-79.4494602087453,43.69477098928989,127910918,ST. HILDA's TOWERS INC.,2339 Dufferin Street,,,Toronto,M6E4Z5,754343
-79.2781233548705,43.7039523988467,127910919,Warden Woods Community Centre,74 Firvalley Court,,,Toronto,M1L1N9,754344
-79.3827512845486,43.66167748658071,127910920,Nabors-Neighbours Allied for Better Opportunities in Residential Support,2 Carlton Street,Suite 1001,,Toronto,M5B1J3,754345
-79.5116437255458,43.660502980386,127910921,The Canadian Red Cross Society-Community Health Division - Toronto,4210 Dundas Street West,,,Toronto,M8X1Y6,754346
-79.383676784449,43.6571884857495,127910922,2 Spirited People of the First Nations,43 Elm Street,2nd Floor,,Toronto,M5G1H1,754347
-79.3788710839385,43.66881238801329,127910923,Fife House Foundation Inc.,571 Javis Street,2nd Floor,,Toronto,M4Y2J1,754348
-79.4300380008628,43.6756497868388,127910924,Hellenic Home for the Aged Inc.,33 Winona Drive,,,Toronto,M6G3Z7,754349
-79.3788930833278,43.6617909867795,127910925,Toronto People With Aids Foundation,399 Church Street,2nd Floor,,Toronto,M5B2J6,754350
-79.3625223776093,43.6561510865476,127910926,Good Shepherd Refuge Social Ministries,412 Queen Street East,,,Toronto,M5A1T3,754351
-79.3982461935988,43.708282594039204,127910928,The Alzheimer Society of Toronto,2323 Yonge Street,Suite 500,,Toronto,M4P2C9,754353
-79.3866347863439,43.6680011875109,127910933,Society of Sharing-Inner-City Volunteers,10 Saint Mary Street,Suite 607,,Toronto,M4Y1P9,754358
-79.3779707839243,43.671915488599794,127910958,Centre for Independent Living in Toronto Inc.  (Cilt)(df),365 Bloor Street East,Suite 902,,Toronto,M4W3L4,754383
-79.567455841862,43.6438806748691,127911148,Wesburn Manor - City of Toronto,400 The West Mall,,,Toronto,M9C5S1,754392
-79.4049465922021,43.66819068669471,127911157,Native Canadian Centre of Toronto,16 Spadina Road,,,Toronto,M5R2S7,754401
-79.454833808332,43.670676384813994,127911168,Davenport Perth Neighbourhood Centre,1900 Davenport Road,,,Toronto,M6N1B7,754412
-79.3689505800462,43.660543687021296,127911185,The Neighbourhood Group Community Service,349 Ontario Street,,,Toronto,M5A2V8,754429
-79.31677957536559,43.796341813247096,127911189,Senior Persons Living Connected,3333 Finch Avenue East,,,Toronto,M1W2R9,754433
-79.45883020819241,43.6546430818145,127911192,West Toronto Support Services for Senior Citizens & the Disabled Inc.,1709 Bloor Street West,,,Toronto,M6P4E5,754436
-79.3777053878963,43.7179498966879,127911420,Vision Loss Rehabilitation Canada - Toronto,1929 Bayview Avenue,,,Toronto,M4G3E8,754450
-79.4564816123871,43.710632191743706,127911424,Villa Colombo Home for the Aged Inc.,40 Playfair Avenue,,,Toronto,M6B2P9,754454
-79.4473076032462,43.6401994798139,127911425,Copernicus Lodge,66 Roncesvalles Avenue,,,Toronto,M6R3A7,754455
-79.2901784684458,43.8142196176097,127911426,Yee Hong Centre for Geriatric Care (Mcnicoll),2311 McNicoll Avenue,,,Toronto,M1V5L3,754456
-79.3392023706073,43.6611432885044,127911430,South Riverdale Community Health Centre,955 Queen Street East,Toronto,,Toronto,M4M3P3,754460
-79.3992916940609,43.70973879424599,127911432,Anne Johnston Health Station - Tobias House Attendant Care,2398 Yonge Street,,,Toronto,M4P2H4,754462
-79.36854438426009,43.7098758956974,127911450,Holland Bloorview Kids Rehabilitation Hospital,Rumsey Road,350 MacMillan Site,,Toronto,M4G1R8,754480
-79.35364007572741,43.66698368886151,127911468,Bridgepoint FHT,430 Broadview Avenue,,,Toronto,M4K2N1,754498
-79.4955058229161,43.68895568612739,127911680,Crosstown Family Health Team (formerly West Park),1286 Weston Road,,,Toronto,M6M4R3,754520
-79.34204507745301,43.728614600212204,127911684,Don Mills FHT,35 Foxden Road,,,Toronto,M3C2B2,754524
-79.2952326655313,43.762959008401296,127911689,East GTA Family Health Team,520 Ellesmere Road,6th Floor,,Toronto,M1R0B1,754529
-79.5605635399019,43.6465477756584,127911697,Etobicoke Medical Centre Family Health Team,400 The East Mall,,,Toronto,M9B3Z9,754537
-79.5216570323541,43.701377187085704,127911719,Humber River Family Health Team,2050 Weston Road,,,Toronto,M9N1X4,754559
-79.3760971816534,43.6528912853461,127911722,Inner City Family Health Team (formerly Seaton House),69 Quuen Street East,,,Toronto,M5C1R8,754562
-79.521101237348,43.75964719731321,127911724,Jane-Finch Family Health Team,Yorkgate Boulevard,"Unit A, Postal Office Box 105, 136 - 1",,Toronto,M3N3A1,754564
-79.391824887103,43.6578119854813,127911748,Mount Sinai Academic Family Health Team,60 Murray Street,Postal Office Box 25,,Toronto,M5T3L9,754588
-79.3513959834031,43.762182705659896,127908054,North York Family Health Team Inc.,240 Duncan Mill Road,Unit 301,,Toronto,M3B3S6,754600
-79.24956405024841,43.755123609143,127908082,Scarborough Academic Family Health Team,3000 Lawrence Avenue East,Unit 2,,Toronto,M1P2V1,754628
-79.3720173811789,43.66229908718739,127908084,Sherbourne Family Health Team,333 Sherbourne Street,,,Toronto,M5A2S5,754630
-79.3262954690956,43.6908121943112,127908088,South East Toronto FHT,833 Coxwell Avenue,,,Toronto,M4C3E8,754634
-79.45013740419141,43.6406877797682,127908090,St. Joseph's Urban Family Health Team,30 The Queensway,,,Toronto,M6R1B5,754636
