_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,LATITUDE,LONGITUDE,geometry
29253,277,6523008,DEWSON STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,65 CONCORD AVE,English Public,6523008,65,Concord Ave,65 Concord Ave,M6H 2N9,former Toronto,Toronto,Dewson Street Public School,43.6556750873,-79.424054431,"{u'type': u'Point', u'coordinates': (-79.424054431, 43.6556750873)}"
29254,278,6208971,DIEFENBAKER ELEMENTARY SCHOOL,Toronto District School Board,175 PLAINS RD,English Public,6208971,175,Plains Rd,175 Plains Rd,M4J 2R2,East York,Toronto,Diefenbaker Elementary School,43.6950420299,-79.3316401744,"{u'type': u'Point', u'coordinates': (-79.3316401744, 43.6950420299)}"
29255,279,767657,DISCOVERING MINDS MONTESSORI SCHOOL,,74 BATHURST ST,Private,767657,74,Bathurst St,74 Bathurst St,M5V 2P5,former Toronto,Toronto,,43.6429994802,-79.4027110465,"{u'type': u'Point', u'coordinates': (-79.4027110465, 43.6429994802)}"
29256,280,1037664,DIXON GROVE JUNIOR MIDDLE SCHOOL,Toronto District School Board,315 THE WESTWAY,English Public,1037664,315,The Westway,315 The Westway,M9R 1H1,Etobicoke,Toronto,Dixon Grove Junior Middle School,43.6850065948,-79.5559776878,"{u'type': u'Point', u'coordinates': (-79.5559776878, 43.6850065948)}"
29257,281,568398,DON MILLS COLLEGIATE INSTITUTE,Toronto District School Board,15 THE DONWAY E,English Public,568398,15,The Donway E,15 The Donway E,M3C 1X6,North York,Toronto,Don Mills Collegiate Institute,43.7359592882,-79.3392771474,"{u'type': u'Point', u'coordinates': (-79.3392771474, 43.7359592882)}"
29258,282,508045,DON MILLS LINC,Toronto District School Board,1470 DON MILLS RD,English Public,508045,1470,Don Mills Rd,1470 Don Mills Rd,M3B 2X9,North York,Toronto,,43.753218181,-79.3477301744,"{u'type': u'Point', u'coordinates': (-79.3477301744, 43.753218181)}"
29259,283,568400,DON MILLS MIDDLE SCHOOL,Toronto District School Board,17 THE DONWAY E,English Public,568400,17,The Donway E,17 The Donway E,M3C 1X6,North York,Toronto,Don Mills Middle School - Building Grounds,43.7363797021,-79.339747095,"{u'type': u'Point', u'coordinates': (-79.339747095, 43.7363797021)}"
29260,284,578489,DON VALLEY ACADEMY SECONDARY SCHOOL,,4576 YONGE ST,Private,578489,4576,Yonge St,4576 Yonge St,M2N 6N4,North York,Toronto,,43.7561090603,-79.4100958776,"{u'type': u'Point', u'coordinates': (-79.4100958776, 43.7561090603)}"
29261,285,10906428,DON VALLEY MIDDLE SCHOOL,Toronto District School Board,3100 DON MILLS RD,English Public,10906428,3100,Don Mills Rd,3100 Don Mills Rd,M2J 3C3,North York,Toronto,Don Valley Junior High School,43.7895329063,-79.3549665619,"{u'type': u'Point', u'coordinates': (-79.3549665619, 43.7895329063)}"
29262,286,513470,DONVIEW MIDDLE HEALTH AND WELLNESS ACADEMY,Toronto District School Board,20 EVERMEDE DR,English Public,513470,20,Evermede Dr,20 Evermede Dr,M3A 2S3,North York,Toronto,Donview Middle School,43.7641877197,-79.3314383069,"{u'type': u'Point', u'coordinates': (-79.3314383069, 43.7641877197)}"
29263,287,343751,DONWOOD PARK JUNIOR PUBLIC SCHOOL - HIGHBROOK SITE,Toronto District School Board,39 HIGHBROOK DR,English Public,343751,39,Highbrook Dr,39 Highbrook Dr,M1P 3L2,Scarborough,Toronto,Donwood Park Public School Highbrook Campus,43.7568459336,-79.2628557599,"{u'type': u'Point', u'coordinates': (-79.2628557599, 43.7568459336)}"
29264,288,328292,DONWOOD PARK JUNIOR PUBLIC SCHOOL - MAIN SITE,Toronto District School Board,61 DORCOT AVE,English Public,328292,61,Dorcot Ave,61 Dorcot Ave,M1P 3K5,Scarborough,Toronto,Donwood Park Public School,43.7569783122,-79.262365115,"{u'type': u'Point', u'coordinates': (-79.262365115, 43.7569783122)}"
29265,289,30114303,DORA EDUCATION CENTRE,,3333 BAYVIEW AVE,Private,30114303,3333,Bayview Ave,3333 Bayview Ave,M2K 1G4,North York,Toronto,,43.7920889772,-79.3927129483,"{u'type': u'Point', u'coordinates': (-79.3927129483, 43.7920889772)}"
29266,290,309262,DORSET PARK PUBLIC SCHOOL,Toronto District School Board,28 BLAISDALE RD,English Public,309262,28,Blaisdale Rd,28 Blaisdale Rd,M1P 1V6,Scarborough,Toronto,Dorset Park Public School,43.7501910914,-79.2797350588,"{u'type': u'Point', u'coordinates': (-79.2797350588, 43.7501910914)}"
29267,291,6619920,DOVERCOURT JUNIOR PUBLIC SCHOOL,Toronto District School Board,228 BARTLETT AVE,English Public,6619920,228,Bartlett Ave,228 Bartlett Ave,M6H 3G4,former Toronto,Toronto,Dovercourt Public School,43.6667356106,-79.4357789541,"{u'type': u'Point', u'coordinates': (-79.4357789541, 43.6667356106)}"
29268,292,10154479,DOWNSVIEW PUBLIC SCHOOL,Toronto District School Board,2829 KEELE ST,English Public,10154479,2829,Keele St,2829 Keele St,M3M 2G7,North York,Toronto,Downsview Public School,43.7311138437,-79.482435796,"{u'type': u'Point', u'coordinates': (-79.482435796, 43.7311138437)}"
29269,293,525550,DOWNSVIEW SECONDARY SCHOOL,Toronto District School Board,7 HAWKSDALE RD,English Public,525550,7,Hawksdale Rd,7 Hawksdale Rd,M3K 1W3,North York,Toronto,Downsview Secondary School,43.7308678404,-79.4795174893,"{u'type': u'Point', u'coordinates': (-79.4795174893, 43.7308678404)}"
29270,294,8351468,DOWNTOWN ALTERNATIVE SCHOOL,Toronto District School Board,85 LOWER JARVIS ST,English Public,8351468,85,Lower Jarvis St,85 Lower Jarvis St,M5E 1R8,former Toronto,Toronto,Downtown Alternative Junior School,43.6477361332,-79.3704156513,"{u'type': u'Point', u'coordinates': (-79.3704156513, 43.6477361332)}"
29271,295,11048083,DR MARION HILLIARD SENIOR PUBLIC SCHOOL,Toronto District School Board,280 WASHBURN WAY,English Public,11048083,280,Washburn Way,280 Washburn Way,M1B 2P3,Scarborough,Toronto,Dr Marion Hilliard Senior Public School,43.80368608,-79.2248218323,"{u'type': u'Point', u'coordinates': (-79.2248218323, 43.80368608)}"
29272,296,3070250,DR NORMAN BETHUNE COLLEGIATE INSTITUTE,Toronto District School Board,200 FUNDY BAY BLVD,English Public,3070250,200,Fundy Bay Blvd,200 Fundy Bay Blvd,M1W 3G1,Scarborough,Toronto,Overcomers Christian Fellowship Church,43.8121621401,-79.3194284089,"{u'type': u'Point', u'coordinates': (-79.3194284089, 43.8121621401)}"
29273,297,7273971,DREWRY SECONDARY SCHOOL,Toronto District School Board,70 DREWRY AVE,English Public,7273971,70,Drewry Ave,70 Drewry Ave,M2M 1C8,North York,Toronto,Drewry Secondary School,43.7869814733,-79.4212136872,"{u'type': u'Point', u'coordinates': (-79.4212136872, 43.7869814733)}"
29274,298,509370,DRIFTWOOD PUBLIC SCHOOL,Toronto District School Board,265 DRIFTWOOD AVE,English Public,509370,265,Driftwood Ave,265 Driftwood Ave,M3N 2N6,North York,Toronto,Driftwood Public School,43.7629711864,-79.5150042553,"{u'type': u'Point', u'coordinates': (-79.5150042553, 43.7629711864)}"
29275,299,485548,DUBLIN HEIGHTS ELEMENTARY & MIDDLE SCHOOL,Toronto District School Board,100 BAINBRIDGE AVE,English Public,485548,100,Bainbridge Ave,100 Bainbridge Ave,M3H 2K2,North York,Toronto,Dublin Heights Elementary and Ms,43.7491483094,-79.4470247426,"{u'type': u'Point', u'coordinates': (-79.4470247426, 43.7491483094)}"
29276,300,578489,DUKE ACADEMY SECONDARY SCHOOL,,4576 YONGE ST,Private,578489,4576,Yonge St,4576 Yonge St,M2N 6N4,North York,Toronto,,43.7561090603,-79.4100958776,"{u'type': u'Point', u'coordinates': (-79.4100958776, 43.7561090603)}"
29277,301,6362823,DUKE OF CONNAUGHT JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,70 WOODFIELD RD,English Public,6362823,70,Woodfield Rd,70 Woodfield Rd,M4L 2W6,former Toronto,Toronto,Duke Of Connaught Ps Jr & Sr.,43.6661955194,-79.3219578467,"{u'type': u'Point', u'coordinates': (-79.3219578467, 43.6661955194)}"
29278,302,7576813,DUNDAS JUNIOR PUBLIC SCHOOL,Toronto District School Board,935 DUNDAS ST E,English Public,7576813,935,Dundas St E,935 Dundas St E,M4M 1R4,former Toronto,Toronto,Dundas Junior Public School,43.6620777466,-79.3486863276,"{u'type': u'Point', u'coordinates': (-79.3486863276, 43.6620777466)}"
29279,303,9963196,DUNLACE PUBLIC SCHOOL,Toronto District School Board,20 DUNLACE DR,English Public,9963196,20,Dunlace Dr,20 Dunlace Dr,M2L 2S1,North York,Toronto,Dunlace Public School,43.762459425,-79.3703573292,"{u'type': u'Point', u'coordinates': (-79.3703573292, 43.762459425)}"
29280,304,6624483,EARL BEATTY JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,55 WOODINGTON AVE,English Public,6624483,55,Woodington Ave,55 Woodington Ave,M4C 3J6,former Toronto,Toronto,Earl Beatty Public School,43.6860684584,-79.3213456307,"{u'type': u'Point', u'coordinates': (-79.3213456307, 43.6860684584)}"
29281,305,6355066,EARL GREY SENIOR PUBLIC SCHOOL,Toronto District School Board,100 STRATHCONA AVE,English Public,6355066,100,Strathcona Ave,100 Strathcona Ave,M4J 1G8,former Toronto,Toronto,Earl Grey Senior Public School,43.676843882,-79.3405244209,"{u'type': u'Point', u'coordinates': (-79.3405244209, 43.676843882)}"
29282,306,799259,EARL HAIG PUBLIC SCHOOL,Toronto District School Board,15 EARL HAIG AVE,English Public,799259,15,Earl Haig Ave,15 Earl Haig Ave,M4C 1E2,former Toronto,Toronto,Earl Haig Junior Public School,43.6813314531,-79.3212504675,"{u'type': u'Point', u'coordinates': (-79.3212504675, 43.6813314531)}"
29283,307,3310442,EARL HAIG SECONDARY SCHOOL,Toronto District School Board,100 PRINCESS AVE,English Public,3310442,100,Princess Ave,100 Princess Ave,M2N 3R7,North York,Toronto,Earl Haig Secondary School,43.7696090328,-79.4059659484,"{u'type': u'Point', u'coordinates': (-79.4059659484, 43.7696090328)}"
29284,308,572032,EARLY YEARS EDUCATION SYSTEM,,3000 VICTORIA PARK AVE,Private,572032,3000,Victoria Park Ave,3000 Victoria Park Ave,M2J 4Y2,North York,Toronto,,43.79231817,-79.3320477548,"{u'type': u'Point', u'coordinates': (-79.3320477548, 43.79231817)}"
29285,309,774626,EAST ALTERNATIVE SCHOOL OF TORONTO,Toronto District School Board,21 BOULTBEE AVE,English Public,774626,21,Boultbee Ave,21 Boultbee Ave,M4J 1A7,former Toronto,Toronto,Blake Street Public School,43.671806369,-79.3384762501,"{u'type': u'Point', u'coordinates': (-79.3384762501, 43.671806369)}"
29286,310,7846533,EAST YORK ALTERNATIVE SECONDARY SCHOOL,Toronto District School Board,670 COSBURN AVE,English Public,7846533,670,Cosburn Ave,670 Cosburn Ave,M4C 2V2,East York,Toronto,Alternative High School Programme,43.6949913553,-79.3252956395,"{u'type': u'Point', u'coordinates': (-79.3252956395, 43.6949913553)}"
29287,311,7794431,EAST YORK COLLEGIATE INSTITUTE,Toronto District School Board,650 COSBURN AVE,English Public,7794431,650,Cosburn Ave,650 Cosburn Ave,M4C 2V2,East York,Toronto,East York Collegiate Institute,43.6949906149,-79.3275764481,"{u'type': u'Point', u'coordinates': (-79.3275764481, 43.6949906149)}"
29288,312,808480,EASTDALE COLLEGIATE INSTITUTE,Toronto District School Board,701 GERRARD ST E,English Public,808480,701,Gerrard St E,701 Gerrard St E,M4M 1Y4,former Toronto,Toronto,Eastdale Collegiate Institute,43.6659265702,-79.3488189225,"{u'type': u'Point', u'coordinates': (-79.3488189225, 43.6659265702)}"
29290,314,1028895,EATONVILLE JUNIOR SCHOOL,Toronto District School Board,15 ROSSBURN DR,English Public,1028895,15,Rossburn Dr,15 Rossburn Dr,M9C 2P7,Etobicoke,Toronto,Eatonville Junior School,43.6378407815,-79.5666150697,"{u'type': u'Point', u'coordinates': (-79.5666150697, 43.6378407815)}"
29291,315,8321585,ECOLE ELEMENTAIRE CHARLES SAURIOL,Conseil scolaire Viamonde,55 PELHAM AVE,French Public,8321585,55,Pelham Ave,55 Pelham Ave,M6N 1A5,former Toronto,Toronto,St. Josaphat Catholic School,43.6676736698,-79.4553496276,"{u'type': u'Point', u'coordinates': (-79.4553496276, 43.6676736698)}"
29292,316,992445,ECOLE ELEMENTAIRE FELIX LECLERC,Conseil scolaire Viamonde,50 CELESTINE DR,French Public,992445,50,Celestine Dr,50 Celestine Dr,M9R 3N3,Etobicoke,Toronto,Ecole Elementaire Felix Leclerc,43.689693123,-79.5614456342,"{u'type': u'Point', u'coordinates': (-79.5614456342, 43.689693123)}"
29293,317,853146,ECOLE ELEMENTAIRE GABRIELLE ROY,Conseil scolaire Viamonde,14 PEMBROKE ST,French Public,853146,14,Pembroke St,14 Pembroke St,M5A 2N7,former Toronto,Toronto,Ecole Elementaire Gabrielle Roy,43.6565828383,-79.3723195931,"{u'type': u'Point', u'coordinates': (-79.3723195931, 43.6565828383)}"
29294,318,496710,ECOLE ELEMENTAIRE JEANNE LAJOIE,Conseil scolaire Viamonde,150 CARNFORTH RD,French Public,496710,150,Carnforth Rd,150 Carnforth Rd,M4A 2K7,North York,Toronto,Ecole Elementaire Jeanne Lajoie,43.7344967726,-79.3214945674,"{u'type': u'Point', u'coordinates': (-79.3214945674, 43.7344967726)}"
29295,319,32143,ECOLE ELEMENTAIRE LA MOSAIQUE,Conseil scolaire Viamonde,80 QUEENSDALE AVE,French Public,32143,80,Queensdale Ave,80 Queensdale Ave,M4J 1Y3,East York,Toronto,Ecole elementaire La Mosaique,43.6873304546,-79.3305349885,"{u'type': u'Point', u'coordinates': (-79.3305349885, 43.6873304546)}"
29296,320,30022744,ECOLE ELEMENTAIRE LAURE RIESE,Conseil scolaire Viamonde,339 ALTON TOWERS CRCL,French Public,30022744,339,Alton Towers Crcl,339 Alton Towers Crcl,M1V 4L3,Scarborough,Toronto,,43.8224626056,-79.2774220664,"{u'type': u'Point', u'coordinates': (-79.2774220664, 43.8224626056)}"
29297,321,502996,ECOLE ELEMENTAIRE MATHIEU DA COSTA,Conseil scolaire Viamonde,116 CORNELIUS PKWY,French Public,502996,116,Cornelius Pkwy,116 Cornelius Pkwy,M6L 2K5,North York,Toronto,Ecole Elementaire Mathieu Da Costa,43.7178279267,-79.4755347034,"{u'type': u'Point', u'coordinates': (-79.4755347034, 43.7178279267)}"
29298,322,1001929,ECOLE ELEMENTAIRE MICHELINE-SAINT-CYR,Conseil scolaire Viamonde,85 41ST ST,French Public,1001929,85,Forty First St,85 Forty First St,M8W 3P1,Etobicoke,Toronto,Ecole Elementaire Micheline-Saint-Cyr,43.5902188648,-79.543780992,"{u'type': u'Point', u'coordinates': (-79.543780992, 43.5902188648)}"
29299,323,13315640,ECOLE ELEMENTAIRE PAUL DEMERS,Conseil scolaire Viamonde,100 RAVEL RD,French Public,13315640,100,Ravel Rd,100 Ravel Rd,M2H 1S9,North York,Toronto,Oxford Academy,43.7919518365,-79.3673403857,"{u'type': u'Point', u'coordinates': (-79.3673403857, 43.7919518365)}"
29300,324,7576034,ECOLE ELEMENTAIRE PIERRE ELLIOTT TRUDEAU,Conseil scolaire Viamonde,65 GRACE ST,French Public,7576034,65,Grace St,65 Grace St,M6J 2S4,former Toronto,Toronto,Ecole Elementaire Pierre Elliott Trudeau,43.651991039,-79.4140974855,"{u'type': u'Point', u'coordinates': (-79.4140974855, 43.651991039)}"
29301,325,486093,ECOLE SECONDAIRE ETIENNE BRULE,Conseil scolaire Viamonde,300 BANBURY RD,French Public,486093,300,Banbury Rd,300 Banbury Rd,M2L 2V3,North York,Toronto,Ecole Secondaire Etienne Brule,43.7522122439,-79.3715932541,"{u'type': u'Point', u'coordinates': (-79.3715932541, 43.7522122439)}"
29302,326,8791751,ECOLE SECONDAIRE TORONTO OUEST,Conseil scolaire Viamonde,330 LANSDOWNE AVE,French Public,8791751,330,Lansdowne Ave,330 Lansdowne Ave,M6H 3Y1,former Toronto,Toronto,Saint Frere Andre,43.6523836303,-79.4412354247,"{u'type': u'Point', u'coordinates': (-79.4412354247, 43.6523836303)}"
29303,327,308915,EDGEWOOD PUBLIC SCHOOL,Toronto District School Board,230 BIRKDALE RD,English Public,308915,230,Birkdale Rd,230 Birkdale Rd,M1P 3S4,Scarborough,Toronto,Edgewood Public School,43.7663054576,-79.2658120339,"{u'type': u'Point', u'coordinates': (-79.2658120339, 43.7663054576)}"
29304,328,800621,EGLINTON JUNIOR PUBLIC SCHOOL,Toronto District School Board,223 EGLINTON AVE E,English Public,800621,223,Eglinton Ave E,223 Eglinton Ave E,M4P 1L1,former Toronto,Toronto,Eglinton Junior Public School,43.7079037465,-79.3908468303,"{u'type': u'Point', u'coordinates': (-79.3908468303, 43.7079037465)}"
29305,329,14199314,EGLINTON LINC AND ESL CENTRE,Toronto Catholic District School Board,90 EGLINTON AVE E,English Separate,14199314,90,Eglinton Ave E,90 Eglinton Ave E,M4P 2Y3,former Toronto,Toronto,,43.7076209684,-79.3958997215,"{u'type': u'Point', u'coordinates': (-79.3958997215, 43.7076209684)}"
29306,330,20141250,EITZ CHAIM HEBREW BOYS,,475 PATRICIA AVE,Private,20141250,475,Patricia Ave,475 Patricia Ave,M2R 2N1,North York,Toronto,Eitz Chaim Day School,43.7838105185,-79.4444041192,"{u'type': u'Point', u'coordinates': (-79.4444041192, 43.7838105185)}"
29307,331,10071229,ELIA MIDDLE SCHOOL,Toronto District School Board,215 SENTINEL RD,English Public,10071229,215,Sentinel Rd,215 Sentinel Rd,M3J 1T7,North York,Toronto,Elia Middle School,43.7537993176,-79.4984583081,"{u'type': u'Point', u'coordinates': (-79.4984583081, 43.7537993176)}"
29308,332,13503328,ELITE ACADEMIC SCHOOL,,201 CONSUMERS RD,Private,13503328,201,Consumers Rd,201 Consumers Rd,M2J 4G8,North York,Toronto,,43.7721013757,-79.3322488675,"{u'type': u'Point', u'coordinates': (-79.3322488675, 43.7721013757)}"
29309,333,11484418,ELITE ACADEMY,,100 TEMPO AVE,Private,11484418,100,Tempo Ave,100 Tempo Ave,M2H 2N8,North York,Toronto,,43.8062363627,-79.3407937524,"{u'type': u'Point', u'coordinates': (-79.3407937524, 43.8062363627)}"
29310,334,9066025,ELITE HIGH SCHOOL,,4750 YONGE ST,Private,9066025,4750,Yonge St,4750 Yonge St,M2N 0J6,North York,Toronto,,43.760473756,-79.4110283871,"{u'type': u'Point', u'coordinates': (-79.4110283871, 43.760473756)}"
29311,335,390308,ELIZABETH SIMCOE JUNIOR PUBLIC SCHOOL,Toronto District School Board,166 SYLVAN AVE,English Public,390308,166,Sylvan Ave,166 Sylvan Ave,M1E 1A3,Scarborough,Toronto,Elizabeth Simcoe Junior Public School,43.7381519616,-79.2060348701,"{u'type': u'Point', u'coordinates': (-79.2060348701, 43.7381519616)}"
29312,336,4504013,ELKHORN PUBLIC SCHOOL,Toronto District School Board,10 ELKHORN DR,English Public,4504013,10,Elkhorn Dr,10 Elkhorn Dr,M2K 1J3,North York,Toronto,Elkhorn Public School,43.771215393,-79.3800624356,"{u'type': u'Point', u'coordinates': (-79.3800624356, 43.771215393)}"
29313,337,6387831,ELLESMERE MONTESSORI,,37 MARCHINGTON CRCL,Private,6387831,37,Marchington Crcl,37 Marchington Crcl,M1R 3M6,Scarborough,Toronto,West Ellesmere United Church,43.7585968747,-79.3074321386,"{u'type': u'Point', u'coordinates': (-79.3074321386, 43.7585968747)}"
29314,338,4312082,ELLESMERE STATTON PUBLIC SCHOOL,Toronto District School Board,739 ELLESMERE RD,English Public,4312082,739,Ellesmere Rd,739 Ellesmere Rd,M1P 2W1,Scarborough,Toronto,Ellesmere-Statton Public School,43.7636236124,-79.2875719983,"{u'type': u'Point', u'coordinates': (-79.2875719983, 43.7636236124)}"
29315,339,3614123,ELLINGTON MONTESSORI,,40 COWDRAY CRT,Private,3614123,40,Cowdray Crt,40 Cowdray Crt,M1S 1A1,Scarborough,Toronto,,43.780270427,-79.2843535492,"{u'type': u'Point', u'coordinates': (-79.2843535492, 43.780270427)}"
29316,340,8128665,ELMBANK JUNIOR MIDDLE ACADEMY,Toronto District School Board,10 PITTSBORO DR,English Public,8128665,10,Pittsboro Dr,10 Pittsboro Dr,M9V 3R4,Etobicoke,Toronto,Elmbank Junior Middle Academy,43.7365019019,-79.5900470677,"{u'type': u'Point', u'coordinates': (-79.5900470677, 43.7365019019)}"
29317,341,10010732,ELMLEA JUNIOR SCHOOL,Toronto District School Board,50 HADRIAN DR,English Public,10010732,50,Hadrian Dr,50 Hadrian Dr,M9W 1V4,Etobicoke,Toronto,Elmlea Public School,43.7159386194,-79.5498701971,"{u'type': u'Point', u'coordinates': (-79.5498701971, 43.7159386194)}"
29318,342,9135240,ELPIS COLLEGE TORONTO,,18 GREENFIELD AVE,Private,9135240,18,Greenfield Ave,18 Greenfield Ave,M2N 3C8,North York,Toronto,,43.7636049969,-79.4107729639,"{u'type': u'Point', u'coordinates': (-79.4107729639, 43.7636049969)}"
29319,343,574355,EMERY COLLEGIATE INSTITUTE,Toronto District School Board,3395 WESTON RD,English Public,574355,3395,Weston Rd,3395 Weston Rd,M9M 2V9,North York,Toronto,Emery Collegiate Institute,43.7487227091,-79.5395569846,"{u'type': u'Point', u'coordinates': (-79.5395569846, 43.7487227091)}"
29320,344,574355,EMERY EDVANCE ADULT LEARNING CENTRE,Toronto District School Board,3395 WESTON RD,English Public,574355,3395,Weston Rd,3395 Weston Rd,M9M 2V9,North York,Toronto,Emery Collegiate Institute,43.7487227091,-79.5395569846,"{u'type': u'Point', u'coordinates': (-79.5395569846, 43.7487227091)}"
29321,345,349131,EMILY CARR PUBLIC SCHOOL,Toronto District School Board,90 JOHN TABOR TRL,English Public,349131,90,John Tabor Trl,90 John Tabor Trl,M1B 2V2,Scarborough,Toronto,Emily Carr Public School,43.8050223865,-79.2069358552,"{u'type': u'Point', u'coordinates': (-79.2069358552, 43.8050223865)}"
29322,346,9638341,ENQUIRING MINDS MONTESSORI CASA SCHOOL,,24 PROGRESS AVE,Private,9638341,24,Progress Ave,24 Progress Ave,M1P 2Y4,Scarborough,Toronto,,43.7704172494,-79.2801611624,"{u'type': u'Point', u'coordinates': (-79.2801611624, 43.7704172494)}"
29323,347,373586,EPIPHANY OF OUR LORD CATHOLIC ACADEMY,Toronto Catholic District School Board,3150 PHARMACY AVE,English Separate,373586,3150,Pharmacy Ave,3150 Pharmacy Ave,M1W 3J5,Scarborough,Toronto,Epiphany of Our Lord Catholic Academy,43.7989580963,-79.328940246,"{u'type': u'Point', u'coordinates': (-79.328940246, 43.7989580963)}"
29324,348,820061,EQUINOX HOLISTIC ALTERNATIVE SCHOOL,Toronto District School Board,151 HIAWATHA RD,English Public,820061,151,Hiawatha Rd,151 Hiawatha Rd,M4L 2Y1,former Toronto,Toronto,Roden Junior Public School,43.6738732739,-79.3230764862,"{u'type': u'Point', u'coordinates': (-79.3230764862, 43.6738732739)}"
29325,349,498502,ERNEST PUBLIC SCHOOL,Toronto District School Board,150 CHEROKEE BLVD,English Public,498502,150,Cherokee Blvd,150 Cherokee Blvd,M2J 4A4,North York,Toronto,Ernest Public School,43.7914154651,-79.3373825688,"{u'type': u'Point', u'coordinates': (-79.3373825688, 43.7914154651)}"
29326,350,6316533,ERUDITE ELEMENTARY SCHOOL,,2323 BLOOR ST W,Private,6316533,2323,Bloor St W,2323 Bloor St W,M6S 4W1,former Toronto,Toronto,,43.6500081301,-79.4799888562,"{u'type': u'Point', u'coordinates': (-79.4799888562, 43.6500081301)}"
29327,351,30024677,ESSEX JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,50 ESSEX ST,English Public,30024677,50,Essex St,50 Essex St,M6G 1T3,former Toronto,Toronto,Essex Junior and Senior School Public School,43.6682357494,-79.4223654835,"{u'type': u'Point', u'coordinates': (-79.4223654835, 43.6682357494)}"
29328,352,7940034,ETIENNE BRULE JUNIOR SCHOOL,Toronto District School Board,50 CLOVERHILL RD,English Public,7940034,50,Cloverhill Rd,50 Cloverhill Rd,M8Y 1T3,Etobicoke,Toronto,Etienne Brule Junior Public School,43.6356187407,-79.4896844559,"{u'type': u'Point', u'coordinates': (-79.4896844559, 43.6356187407)}"
29329,353,10756789,ETOBICOKE COLLEGIATE INSTITUTE,Toronto District School Board,86 MONTGOMERY RD,English Public,10756789,86,Montgomery Rd,86 Montgomery Rd,M9A 3N5,Etobicoke,Toronto,Etobicoke Collegiate Institute,43.6500842008,-79.5222962139,"{u'type': u'Point', u'coordinates': (-79.5222962139, 43.6500842008)}"
29330,354,10142862,ETOBICOKE SCHOOL OF THE ARTS,Toronto District School Board,675 ROYAL YORK RD,English Public,10142862,675,Royal York Rd,675 Royal York Rd,M8Y 2T1,Etobicoke,Toronto,Etobicoke School Of The Arts,43.630732205,-79.504148517,"{u'type': u'Point', u'coordinates': (-79.504148517, 43.630732205)}"
29331,355,9109922,ETOBICOKE YEAR ROUND ALTERNATIVE CENTRE,Toronto District School Board,160 SILVERHILL DR,English Public,9109922,160,Silverhill Dr,160 Silverhill Dr,M9B 3W7,Etobicoke,Toronto,,43.633857846,-79.5512761137,"{u'type': u'Point', u'coordinates': (-79.5512761137, 43.633857846)}"
29332,356,4248888,EXCEL HIGH SCHOOL,,55 NUGGET AVE,Private,4248888,55,Nugget Ave,55 Nugget Ave,M1S 3L1,Scarborough,Toronto,,43.7921385077,-79.2578080337,"{u'type': u'Point', u'coordinates': (-79.2578080337, 43.7921385077)}"
29333,357,30006529,EXTRAORDINARY EDUCATION CENTRE,,462 MCNICOLL AVE,Private,30006529,462,McNicoll Ave,462 McNicoll Ave,M2H 2E1,North York,Toronto,,43.8045122986,-79.3418182907,"{u'type': u'Point', u'coordinates': (-79.3418182907, 43.8045122986)}"
29334,358,54313,F H MILLER JUNIOR PUBLIC SCHOOL,Toronto District School Board,300 CALEDONIA RD,English Public,54313,300,Caledonia Rd,300 Caledonia Rd,M6E 4T5,York,Toronto,F. H. Miller Junior Public School,43.6840057733,-79.458898094,"{u'type': u'Point', u'coordinates': (-79.458898094, 43.6840057733)}"
29335,359,62504,FAIRBANK MEMORIAL COMMUNITY SCHOOL,Toronto District School Board,555 HARVIE AVE,English Public,62504,555,Harvie Ave,555 Harvie Ave,M6E 4M2,York,Toronto,Fairbank Memorial Community School - Building Grounds,43.6917032418,-79.4554057013,"{u'type': u'Point', u'coordinates': (-79.4554057013, 43.6917032418)}"
29336,360,9741283,FAIRBANK PUBLIC SCHOOL,Toronto District School Board,2335 DUFFERIN ST,English Public,9741283,2335,Dufferin St,2335 Dufferin St,M6E 3S5,York,Toronto,Fairbank Middle Public School,43.6942876649,-79.4490892289,"{u'type': u'Point', u'coordinates': (-79.4490892289, 43.6942876649)}"
29337,361,373577,FAIRGLEN JUNIOR PUBLIC SCHOOL,Toronto District School Board,2200 PHARMACY AVE,English Public,373577,2200,Pharmacy Ave,2200 Pharmacy Ave,M1W 1H8,Scarborough,Toronto,Fairglen Junior Public School,43.7849363771,-79.3222381904,"{u'type': u'Point', u'coordinates': (-79.3222381904, 43.7849363771)}"
29338,362,2261459,FAIRMOUNT JUNIOR PUBLIC SCHOOL,Toronto District School Board,31 SLOLEY RD,English Public,2261459,31,Sloley Rd,31 Sloley Rd,M1M 1C7,Scarborough,Toronto,Fairmount Junior Public School,43.7197580925,-79.2308941806,"{u'type': u'Point', u'coordinates': (-79.2308941806, 43.7197580925)}"
