lat,long,sqft,parking,mean_district_income,bedrooms_bg,bedrooms_ag,bathrooms,final_price,type_Att/Row/Twnhouse,type_Co-Op Apt,type_Co-Ownership Apt,type_Comm Element Condo,type_Condo Apt,type_Condo Townhouse,type_Detached,type_Link,type_Plex,type_Semi-Detached,type_Store W/Apt/Offc
43.7314885,-79.3927308,2750.0,1,111730,1,3,5,1807500,1,0,0,0,0,0,0,0,0,0,0
43.70253889999999,-79.35157199999998,750.0,1,28875,0,1,1,415000,0,0,0,0,1,0,0,0,0,0,0
43.62382119999999,-79.47872790000002,850.0,1,54438,1,2,2,735000,0,0,0,0,1,0,0,0,0,0,0
43.715099,-79.4797923,550.0,1,37108,0,1,1,422450,0,0,0,0,1,0,0,0,0,0,0
43.7384566,-79.29043539999998,,3,35047,1,3,2,705000,0,0,0,0,0,0,1,0,0,0,0
43.6701589,-79.3803887,550.0,0,53583,1,1,1,538000,0,0,0,0,1,0,0,0,0,0,0
43.7317441,-79.5772925,550.0,1,31771,0,1,1,334000,0,0,0,0,1,0,0,0,0,0,0
43.8134481,-79.31458119999998,,2,31786,1,3,4,978000,0,0,0,0,0,0,1,0,0,0,0
43.748917999999996,-79.60045,,6,31771,2,3,2,790000,0,0,0,0,0,0,1,0,0,0,0
43.8100859,-79.3640897,1700.0,1,40442,0,3,2,696000,0,0,0,0,0,1,0,0,0,0,0
43.7722412,-79.2056691,,4,32291,3,3,2,762000,0,0,0,0,0,0,1,0,0,0,0
43.79183560000001,-79.2374037,750.0,1,29573,1,1,1,390000,0,0,0,0,1,0,0,0,0,0,0
43.7739128,-79.32935920000001,650.0,1,36359,1,1,2,512000,0,0,0,0,1,0,0,0,0,0,0
43.76271420000001,-79.3464237,1300.0,1,42516,0,3,3,720000,0,0,0,0,0,1,0,0,0,0,0
43.69447529999999,-79.5168927,,2,45615,0,3,1,820000,0,0,0,0,0,0,1,0,0,0,0
43.6418184,-79.5595537,1300.0,1,52787,1,3,3,526000,0,0,0,0,0,1,0,0,0,0,0
43.7732477,-79.3458375,550.0,0,36359,1,1,1,435000,0,0,0,0,1,0,0,0,0,0,0
43.64332479999999,-79.39914959999999,550.0,0,70600,0,1,1,525000,0,0,0,0,1,0,0,0,0,0,0
43.7751232,-79.3454556,1100.0,1,36359,0,2,2,673000,0,0,0,0,1,0,0,0,0,0,0
43.6781869,-79.30397169999998,1300.0,1,54324,1,3,3,1360000,0,0,0,0,0,0,0,0,0,1,0
43.688551399999994,-79.31503839999998,,1,55225,0,3,2,996000,0,0,0,0,0,0,0,0,0,1,0
43.7375763,-79.2382502,1100.0,1,30033,1,2,2,430000,0,0,0,0,1,0,0,0,0,0,0
43.682622200000004,-79.44631439999998,1750.0,2,41717,1,4,3,1019000,0,0,0,0,0,0,0,0,0,1,0
43.78720850000001,-79.41309170000002,,2,45212,1,3,2,1210000,0,0,0,0,0,0,1,0,0,0,0
43.7816708,-79.131743,1500.0,2,39556,1,3,3,607000,0,0,0,0,0,1,0,0,0,0,0
