lat,long,sqft,parking,mean_district_income,bedrooms_bg,bedrooms_ag,bathrooms,final_price,type_Att/Row/Twnhouse,type_Co-Op Apt,type_Co-Ownership Apt,type_Comm Element Condo,type_Condo Apt,type_Condo Townhouse,type_Detached,type_Link,type_Plex,type_Semi-Detached,type_Store W/Apt/Offc,neighbourhood,geometry,within_500_m,within_1_km,within_500_1km
43.752958899999996,-79.4930813,,4,29958,0,4,2,870000,0,0,0,0,0,0,1,0,0,0,0,York University Heights,POINT (-1390089.741095578 14387958.87206723),11,42,31
43.6786209,-79.29871779999998,650.0,1,92580,1,1,1,598000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-1407824.244128342 14392316.94194673),40,199,159
43.6786209,-79.29871779999998,750.0,1,92580,0,2,2,585000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-1407824.244128342 14392316.94194673),40,199,159
43.6786209,-79.29871779999998,650.0,1,92580,0,2,1,595000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-1407824.244128342 14392316.94194673),40,199,159
43.6786209,-79.29871779999998,750.0,1,92580,0,2,2,600000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-1407824.244128342 14392316.94194673),40,199,159
43.678778,-79.2973825,650.0,1,92580,0,2,2,604000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-1407927.627447986 14392272.4875535),43,194,151
43.678778,-79.2973825,1300.0,1,92580,0,3,2,862000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-1407927.627447986 14392272.4875535),43,194,151
43.678778,-79.2973825,650.0,0,92580,0,2,2,550000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-1407927.627447986 14392272.4875535),43,194,151
43.6789001,-79.28891879999998,,1,92580,0,3,2,1177000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-1408607.24009099 14392087.81485605),33,161,128
43.6790933,-79.2873843,1750.0,2,92580,0,4,2,1250000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-1408725.689766239 14392035.30399458),31,149,118
43.679317499999996,-79.2956911,1100.0,1,92580,0,2,2,950000,0,0,0,0,0,1,0,0,0,0,0,The Beaches,POINT (-1408049.097274115 14392178.31426767),39,176,137
43.6796739,-79.2864559,,2,92580,0,3,3,1681000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1408784.432690975 14391951.9724949),35,140,105
43.679692100000004,-79.2941846,,1,92580,0,3,4,1138000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1408160.236046741 14392106.21086235),42,169,127
43.6736087,-79.3062061,,1,92580,0,3,2,999900,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-1407359.443647004 14393025.55765482),80,253,173
43.673779100000004,-79.30667640000001,,0,92580,0,3,1,820000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-1407316.744705171 14393016.11094415),75,250,175
43.674115,-79.3036197,,2,92580,1,2,2,1440000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1407554.091625678 14392917.00959129),74,236,162
43.6741249,-79.3056888,,1,92580,1,2,3,1475000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1407386.826454635 14392957.71021871),76,252,176
43.674199,-79.3056888,,1,92580,0,3,4,1600000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1407384.764073318 14392949.47089684),76,256,180
43.674231,-79.307142,750.0,1,92580,0,2,2,682000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-1407266.591118935 14392975.26851897),78,251,173
43.674231,-79.307142,850.0,1,92580,0,2,2,840000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-1407266.591118935 14392975.26851897),78,251,173
43.674231,-79.307142,550.0,1,92580,0,1,1,511000,0,0,0,0,1,0,0,0,0,0,0,The Beaches,POINT (-1407266.591118935 14392975.26851897),78,251,173
43.6751594,-79.30585529999998,1300.0,1,92580,0,2,2,800000,1,0,0,0,0,0,0,0,0,0,0,The Beaches,POINT (-1407344.596249965 14392846.04582365),73,249,176
43.67527030000001,-79.30343830000002,,2,92580,0,3,1,850000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1407536.572772074 14392784.88472224),69,232,163
43.67601810000001,-79.3053467,,4,92580,0,3,2,989000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-1407361.742040958 14392740.29102455),69,235,166
43.6761018,-79.3037805,,2,92580,0,3,2,1225000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-1407485.810016926 14392699.34268612),64,227,163
43.67620220000001,-79.3019374,,1,92580,0,3,2,1353007,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1407631.759394285 14392650.93984891),62,232,170
43.6770007,-79.3035757,,1,92580,1,2,2,1100000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1407477.315671478 14392595.25502432),63,222,159
43.6670747,-79.3005809,,1,92580,0,3,1,1375000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1407995.333773097 14393638.43877737),41,159,118
43.6680469,-79.29674059999998,,1,92580,0,3,3,2065000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1408278.242442866 14393452.72661537),37,149,112
43.6680469,-79.29674059999998,,1,92580,0,3,3,2051000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1408278.242442866 14393452.72661537),37,149,112
43.6688006,-79.30178169999998,,1,92580,1,3,4,1260000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1407850.367451648 14393470.79440852),64,184,120
43.668833899999996,-79.2918118,1750.0,1,92580,0,3,3,2150000,1,0,0,0,0,0,0,0,0,0,0,The Beaches,POINT (-1408654.154512835 14393265.58603439),38,111,73
43.66948620000001,-79.29102999999998,1750.0,1,92580,1,3,3,1400000,0,0,0,0,0,0,0,0,0,1,0,The Beaches,POINT (-1408699.088879871 14393177.24902137),46,113,67
43.669835299999995,-79.28930439999998,,4,92580,0,3,3,2615000,0,0,0,0,0,0,1,0,0,0,0,The Beaches,POINT (-1408828.643530785 14393103.54227055),44,108,64
